DATABASE_ID,INDICATOR,REF_AREA,TIME_PERIOD,OBS_VALUE,FREQ,UNIT_MEASURE,UNIT_TYPE,UNIT_MULT,TIME_FORMAT,DECIMALS,OBS_STATUS,OBS_CONF,DATA_SOURCE,LATEST_DATA,COMMENT_OBS,COMMENT_TS,AGG_METHOD,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3
WB_WDI,SE.PRM.ENRR, CAN ,2019,86.5712202261736,A,Percent,Value,9,P1Y,2,A,F,World Bank,True,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,GBR,2020,,A,USD,Value,9,P1Y,2,A,,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,AUS,2021,8368738757732.265,A,USD,Value,9,P1Y,2,E,F,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL, AUS ,2021,112241211.94601096,A,Persons,Value,3,P1Y,2,E,,World Bank,True,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD, ESP ,2017,7068455588627.124,A,USD,Value,6,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,SE.PRM.ENRR,POL,2023,88.02115302988963,A,Percent,Value,6,P1Y,2,,F,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,ITA,2015,79753.77683718628,A,USD,Value,3,P1Y,2,,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,CHE,2018,85.40795241650613,A,Percent,Value,3,P1Y,2,,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,USA,2023,94.2163163919874,A,Percent,Value,3,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR, CAN ,2018,92.18352203220084,A,Percent,Value,0,P1Y,2,E,F,World Bank,,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,CAN,2023,20675658.520621356,A,Persons,Value,9,P1Y,2,P,,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,USA,2021,17366.251433707785,A,USD,Value,0,P1Y,2,P,F,World Bank,False,,,SUM,M,,,,,
WB_WDI,NY.GDP.PCAP.CD,DEU,2020,54847.02614636878,A,USD,Value,3,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR, USA ,2021,,A,Percent,Value,6,P1Y,2,A,,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CAN,2020,5069008637116.338,A,USD,Value,3,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL, JPN ,2016,1074852397.5671024,A,Persons,Value,6,P1Y,2,E,F,World Bank,False,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,DEU,2020,8402819139676.438,A,USD,Value,6,P1Y,2,,F,World Bank,True,,,AVG,F,,,,,
WB_WDI,NY.GDP.PCAP.CD,NLD,2019,27847.696008674648,A,USD,Value,3,P1Y,2,P,,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,JPN,2016,23.229433840460178,A,Percent,Value,0,P1Y,2,P,,World Bank,False,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,FRA,2018,93.9601664967422,A,Percent,Value,6,P1Y,2,E,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,ESP,2016,589204853.5720809,A,Persons,Value,6,P1Y,2,,F,World Bank,True,,,,,,,,,
WB_WDI,SE.PRM.ENRR,MEX,2022,86.82260143599426,A,Percent,Value,6,P1Y,2,,F,World Bank,,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHE,2021,43.768162813704194,A,Percent,Value,3,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,SE.PRM.ENRR,IND,2015,95.54228442001995,A,Percent,Value,3,P1Y,2,,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,SAU,2016,7926.726244190914,A,USD,Value,3,P1Y,2,E,,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,USA,2018,85.85259454169687,A,Percent,Value,0,P1Y,2,P,F,World Bank,True,,,AVG,F,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,ITA,2019,61.66341034986906,A,Percent,Value,9,P1Y,2,P,F,World Bank,False,,,SUM,F,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CHN ,2023,31.1210400236428,A,Percent,Value,3,P1Y,2,A,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,POL,2015,90.85195442333779,A,Percent,Value,6,P1Y,2,,F,World Bank,,,,AVG,M,,,,,
WB_WDI,NY.GDP.PCAP.CD,ESP,2017,50229.476307159355,A,USD,Value,0,P1Y,2,A,,World Bank,,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,USA,2022,,A,Percent,Value,9,P1Y,2,P,,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,FRA,2016,42105.4517631948,A,USD,Value,9,P1Y,2,E,,World Bank,,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,TUR,2022,,A,Percent,Value,0,P1Y,2,,,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CAN,2015,64001.1575854941,A,USD,Value,3,P1Y,2,E,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,NLD,2017,916820115043.9988,A,USD,Value,0,P1Y,2,,,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL,ESP,2020,,A,Persons,Value,3,P1Y,2,,,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,IND,2018,341741658.0799767,A,Persons,Value,6,P1Y,2,E,,World Bank,False,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CHN,2021,14681308485480.229,A,USD,Value,9,P1Y,2,,,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,BRA,2018,9039648127483.3,A,USD,Value,3,P1Y,2,A,,World Bank,True,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,GBR,2020,,A,Percent,Value,6,P1Y,2,,,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,CHN,2015,17215538988583.404,A,USD,Value,9,P1Y,2,A,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,IDN,2021,724566657.9691453,A,Persons,Value,0,P1Y,2,,,World Bank,False,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, IDN ,2018,67.93782571712775,A,Percent,Value,6,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,JPN,2022,62.70745444429749,A,Percent,Value,3,P1Y,2,E,F,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,AUS,2015,7707660927218.932,A,USD,Value,9,P1Y,2,P,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,JPN,2017,5399707599861.023,A,USD,Value,9,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,KOR,2020,54697.75843688732,A,USD,Value,6,P1Y,2,E,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,KOR,2021,90.34575276531277,A,Percent,Value,6,P1Y,2,A,F,World Bank,True,,,SUM,F,,,,,
WB_WDI,SE.PRM.ENRR,TUR,2018,84.53440475700944,A,Percent,Value,9,P1Y,2,E,,World Bank,True,,,,,,,,,
WB_WDI,SP.POP.TOTL,MEX,2016,1065010253.4037925,A,Persons,Value,3,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CHN,2018,6200.096721523359,A,USD,Value,9,P1Y,2,P,,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD, IDN ,2015,43307.94116612226,A,USD,Value,9,P1Y,2,P,,World Bank,False,Estimated value,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, KOR ,2023,79.84836604816458,A,Percent,Value,0,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD, CHN ,2019,18819002101237.67,A,USD,Value,3,P1Y,2,A,,World Bank,True,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,JPN,2021,53.309901934673725,A,Percent,Value,6,P1Y,2,A,F,World Bank,False,,,SUM,F,,,,,
WB_WDI,SP.POP.TOTL,BRA,2022,788061923.1431297,A,Persons,Value,6,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CHN,2020,50849.34150760559,A,USD,Value,0,P1Y,2,P,F,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD, TUR ,2018,14199640566736.283,A,USD,Value,0,P1Y,2,,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,DEU,2023,27899.70602695689,A,USD,Value,9,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,FRA,2020,10809.1346531368,A,USD,Value,3,P1Y,2,P,F,World Bank,,,,,,,,,,
WB_WDI,SP.POP.TOTL,ITA,2022,1071286825.6750679,A,Persons,Value,3,P1Y,2,A,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,GBR,2020,,A,Persons,Value,3,P1Y,2,,,World Bank,False,Estimated value,,,,,,,,
WB_WDI,SE.PRM.ENRR,TUR,2016,86.9338714050146,A,Percent,Value,0,P1Y,2,A,,World Bank,,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,ESP,2015,97.11323957220819,A,Percent,Value,9,P1Y,2,A,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,FRA,2021,633502509.905169,A,Persons,Value,3,P1Y,2,A,,World Bank,,,,,M,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,DEU,2022,77.84160731272416,A,Percent,Value,6,P1Y,2,E,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,CHE,2021,23.28857795213611,A,Percent,Value,6,P1Y,2,P,F,World Bank,True,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, DEU ,2017,27.26196162461391,A,Percent,Value,9,P1Y,2,P,,World Bank,True,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,POL,2020,,A,Percent,Value,6,P1Y,2,A,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CAN ,2016,87.02483803359328,A,Percent,Value,6,P1Y,2,,F,World Bank,False,,,,,,,,,
WB_WDI,SE.PRM.ENRR, CAN ,2023,,A,Percent,Value,0,P1Y,2,A,F,World Bank,False,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,CHE,2017,1235183254.2495496,A,Persons,Value,3,P1Y,2,E,,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,SAU,2017,873954013.36862,A,Persons,Value,9,P1Y,2,,F,World Bank,False,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,BRA,2019,35559.74378857264,A,USD,Value,6,P1Y,2,A,,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,BRA,2016,1243582882.6609528,A,Persons,Value,9,P1Y,2,,F,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,TUR,2018,,A,USD,Value,3,P1Y,2,P,,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,POL,2015,1240436431.963797,A,Persons,Value,6,P1Y,2,P,,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR,SAU,2015,89.23293167093512,A,Percent,Value,0,P1Y,2,E,,World Bank,False,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, POL ,2018,74.655600317748,A,Percent,Value,0,P1Y,2,,,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD,DEU,2019,63869.98185671136,A,USD,Value,3,P1Y,2,E,F,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR, NLD ,2022,84.72477669103094,A,Percent,Value,0,P1Y,2,P,F,World Bank,True,,,,M,,,,,
WB_WDI,NY.GDP.MKTP.CD,ITA,2020,14571847996921.062,A,USD,Value,3,P1Y,2,A,,World Bank,,Estimated value,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,NLD,2019,39.866853064475784,A,Percent,Value,3,P1Y,2,E,,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.MKTP.CD,GBR,2015,7131175433394.479,A,USD,Value,3,P1Y,2,A,F,World Bank,,,,SUM,M,,,,,
WB_WDI,SE.PRM.ENRR,POL,2019,90.30117576843044,A,Percent,Value,0,P1Y,2,,F,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,KOR,2018,,A,USD,Value,3,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,IND,2019,516260101.28690416,A,Persons,Value,9,P1Y,2,P,,World Bank,,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CAN,2022,69604.40836939619,A,USD,Value,6,P1Y,2,A,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,DEU,2015,94.84470780222831,A,Percent,Value,9,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,IDN,2015,43.93358649859768,A,Percent,Value,0,P1Y,2,E,,World Bank,,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, FRA ,2023,79.6871860142466,A,Percent,Value,3,P1Y,2,P,,World Bank,True,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,NLD,2020,13560953541852.182,A,USD,Value,6,P1Y,2,A,F,World Bank,,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,FRA,2020,104.09166329789369,A,Percent,Value,6,P1Y,2,A,,World Bank,,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,IND,2020,80.28533132006767,A,Percent,Value,3,P1Y,2,A,,World Bank,,,,SUM,,,,,,
WB_WDI,SE.PRM.ENRR,POL,2023,89.91827573386851,A,Percent,Value,9,P1Y,2,P,,World Bank,False,,,,F,,,,,
WB_WDI,SP.POP.TOTL, ESP ,2019,360798220.6655122,A,Persons,Value,6,P1Y,2,E,,World Bank,False,Estimated value,,AVG,,,,,,
WB_WDI,SP.POP.TOTL,IND,2023,676054729.4649214,A,Persons,Value,3,P1Y,2,,,World Bank,,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, CHE ,2017,66.22496744563578,A,Percent,Value,6,P1Y,2,,F,World Bank,,,,,,,,,,
WB_WDI,SE.PRM.ENRR, POL ,2015,85.88463033604745,A,Percent,Value,6,P1Y,2,,F,World Bank,,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL,FRA,2019,1436598261.865926,A,Persons,Value,0,P1Y,2,,,World Bank,False,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,AUS,2016,68463.94250853862,A,USD,Value,0,P1Y,2,P,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, USA ,2016,63.72208986006785,A,Percent,Value,9,P1Y,2,,,World Bank,False,,,,,,,,,
WB_WDI,SP.POP.TOTL,GBR,2022,53640343.92336283,A,Persons,Value,9,P1Y,2,,F,World Bank,True,,,AVG,F,,,,,
WB_WDI,SE.PRM.ENRR,CHE,2016,95.0624339211085,A,Percent,Value,0,P1Y,2,A,,World Bank,,,,,,,,,,
WB_WDI,SP.POP.TOTL,IND,2016,1089441239.2217455,A,Persons,Value,9,P1Y,2,A,F,World Bank,True,,,,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,IDN,2015,58.77828891089701,A,Percent,Value,3,P1Y,2,P,,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CHE,2023,60613.299764582494,A,USD,Value,3,P1Y,2,P,F,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,JPN,2023,47.04102659840538,A,Percent,Value,3,P1Y,2,E,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL, JPN ,2021,803798871.0101833,A,Persons,Value,6,P1Y,2,,F,World Bank,True,,,AVG,,,,,,
WB_WDI,NY.GDP.PCAP.CD,KOR,2019,75679.96938474714,A,USD,Value,6,P1Y,2,A,F,World Bank,False,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD, CHN ,2016,30621.190876295605,A,USD,Value,9,P1Y,2,E,F,World Bank,False,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,TUR,2022,,A,USD,Value,0,P1Y,2,A,F,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,BRA,2017,88.65725962750989,A,Percent,Value,9,P1Y,2,E,F,World Bank,True,,,SUM,,,,,,
WB_WDI,NY.GDP.PCAP.CD,CHN,2019,10716.588623942373,A,USD,Value,9,P1Y,2,E,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,ITA,2015,81.35285937895222,A,Percent,Value,6,P1Y,2,A,,World Bank,False,,,,,,,,,
WB_WDI,SE.PRM.ENRR,IND,2023,95.96618364129245,A,Percent,Value,6,P1Y,2,,,World Bank,True,,,AVG,,,,,,
WB_WDI,SE.PRM.ENRR,IND,2018,96.0250172915642,A,Percent,Value,6,P1Y,2,A,,World Bank,False,,,AVG,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,TUR,2015,,A,Percent,Value,9,P1Y,2,E,,World Bank,,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, AUS ,2015,93.31863446483763,A,Percent,Value,6,P1Y,2,P,F,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS, FRA ,2016,65.80528869797388,A,Percent,Value,6,P1Y,2,E,,World Bank,False,,,SUM,F,,,,,
WB_WDI,NY.GDP.PCAP.CD,DEU,2020,66012.08224377905,A,USD,Value,3,P1Y,2,,,World Bank,True,,,SUM,,,,,,
WB_WDI,SP.POP.TOTL, KOR ,2020,,A,Persons,Value,0,P1Y,2,P,,World Bank,True,,,AVG,M,,,,,
WB_WDI,NY.GDP.MKTP.CD,POL,2021,17878295302548.008,A,USD,Value,3,P1Y,2,E,,World Bank,,,,AVG,,,,,,
WB_WDI,NY.GDP.MKTP.CD,MEX,2020,16324830100738.379,A,USD,Value,0,P1Y,2,A,F,World Bank,False,Estimated value,,,F,,,,,
WB_WDI,SP.URB.TOTL.IN.ZS,SAU,2020,59.76373051975075,A,Percent,Value,9,P1Y,2,P,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,ITA,2023,14167823233192.672,A,USD,Value,6,P1Y,2,E,F,World Bank,True,,,,,,,,,
WB_WDI,NY.GDP.MKTP.CD,POL,2020,,A,USD,Value,6,P1Y,2,A,,World Bank,True,,,SUM,F,,,,,
WB_WDI,NY.GDP.MKTP.CD,USA,2017,2227467128656.5283,A,USD,Value,3,P1Y,2,,F,World Bank,,,,,,,,,,
WB_WDI,NY.GDP.PCAP.CD, CHE ,2017,39434.37605575431,A,USD,Value,6,P1Y,2,,,World Bank,True,,,AVG,,,,,,
