hs_code,country,buyer_name,annual_usd,shipments,last_date,buyer_type,city,source,product_category
901890,VN,Cng ty Dc phm T&A Vit Nam,,,,Importer,hai duong,KOTRA_SNS_2025,의약/의료기기
901890,VN,VQBGROUP,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,WATA,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Laboratoires Urgo Healthcare,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,NOVALAND GROUP,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Appota,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,ATA Logistics Ltd,,,,Importer,Ho Chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,GBS,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Savills Vietnam,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,MM Mega Market Vietnam,,,,Importer,Bin Ha ng Nai,KOTRA_SNS_2025,의약/의료기기
901890,VN,V&S Sourcing Co. Ltd.,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Sovico Group,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,LDCC Vietnam,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,BW Industrial Development JSC,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Additive manufacturer,,,,Importer,Hanoi Capital Region,KOTRA_SNS_2025,의약/의료기기
901890,VN,Vinpearl,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Wideview vietnam,,,,Importer,Ho Chi Minh City Metropolitan Area,KOTRA_SNS_2025,의약/의료기기
901890,VN,Hoang Ha JSC,,,,Importer,Hung Yen,KOTRA_SNS_2025,의약/의료기기
901890,VN,Viet Glove Corporation,,,,Importer,Binh Duong,KOTRA_SNS_2025,의약/의료기기
901890,VN,FPT University,,,,Importer,Sai gon,KOTRA_SNS_2025,의약/의료기기
901890,VN,ITL (In Do Trans Logistics Corporation),,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Bunge,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901820,VN,Burkina Institute of Technology,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,Qisahn.com,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Viet An Group,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,CareerBuilder Vietnam,,,,Importer,C Chi,KOTRA_SNS_2025,의약/의료기기
901890,VN,DP World,,,,Importer,Hi Chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Vinafreight lnt'l Freight Forwarder,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,newlife vina,,,,Importer,Da Nang Metropolitan Area,KOTRA_SNS_2025,의약/의료기기
901890,VN,Draper Startup House,,,,Importer,Danang,KOTRA_SNS_2025,의약/의료기기
901890,VN,DNL HealthCare Group,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,NeuMed Inc.,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,"Vaxumed.,Jsc",,,,Importer,H Ni,KOTRA_SNS_2025,의약/의료기기
901890,VN,Nixxin Vietnam,,,,Importer,Dong Nai,KOTRA_SNS_2025,의약/의료기기
901890,VN,Shopee Vietnam,,,,Importer,Hochiminh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Queenie Realty,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901820,VN,Abbott Point of Care,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Masterise Homes,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,L.J. LINEN Ltd.,,,,Importer,Hi chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,canopus inter trade pte ltd,,,,Importer,ho chi.minh city,KOTRA_SNS_2025,의약/의료기기
901890,VN,AkzoNobel,,,,Importer,Ho Chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Live1 Software,,,,Importer,Ho Chi Minh City Metropolitan Area,KOTRA_SNS_2025,의약/의료기기
901890,VN,AMC,,,,Importer,Ho Chi Minh,KOTRA_SNS_2025,의약/의료기기
901820,VN,ITR VN,,,,Importer,Ho Chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Reckitt,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,The Asia Source Marketing,,,,Importer,Ho Chi Minh City Metropolitan Area,KOTRA_SNS_2025,의약/의료기기
901890,VN,CMC Global Company Limited.,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,JAS Worldwide,,,,Importer,Ho Chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Kintetsu World Express,,,,Importer,Ho Chi Minh City Metropolitan Area,KOTRA_SNS_2025,의약/의료기기
901890,VN,GAMA GLOBAL,,,,Importer,Ho Chi Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Mega Gangnam,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901820,VN,Promed,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,Cng Ty Cp Kinh Doanh Hdo,,,,Importer,h ni,KOTRA_SNS_2025,의약/의료기기
901890,VN,Thit B Y T Khang Minh,,,,Importer,Nng,KOTRA_SNS_2025,의약/의료기기
901890,VN,Viet Herbs Corp,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901820,VN,Anh Bc Medical,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901820,VN,Khoa Thuong Biotech,,,,Importer,Thnh ph H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Tu Lm Group,,,,Importer,H Ni,KOTRA_SNS_2025,의약/의료기기
901890,VN,ST group,,,,Importer,Thnh ph H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,MIHOCO jsc.,,,,Importer,H Ni,KOTRA_SNS_2025,의약/의료기기
901890,VN,Asiashine,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Hoan Khang,,,,Importer,Thnh ph H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Auragroup,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Nella,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,ANP Diagnostics Ltd,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Thnh ph H Ch Minh,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,c Pht Pharma,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,beautiful life,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Aman,,,,Importer,ho chi minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,K s xy dng,,,,Importer,Trieu Son,KOTRA_SNS_2025,의약/의료기기
901890,VN,Thun Vit Pharma,,,,Importer,Thnh ph H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,AMAZ,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Kkko,,,,Importer,Hcm,KOTRA_SNS_2025,의약/의료기기
901890,VN,Viet Natural,,,,Importer,Thnh ph H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Vinacacao,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,DHG,,,,Importer,Can Tho,KOTRA_SNS_2025,의약/의료기기
901890,VN,Bnh vin Chn thng chnh hnh HCM,,,,Importer,H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,VN,Liz Beauty Clinic,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,Auris,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,"Dai Cat Tuong IAT Co., LTD",,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,thuanphong,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,TinCNC,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,FPT,,,,Importer,H Ni,KOTRA_SNS_2025,의약/의료기기
300490,EC,Madame coquette,,,,Importer,Quito ecuador,KOTRA_SNS_2025,의약/의료기기
901819,DO,PAGOS TIVO,,,,Importer,Santo Domingo,KOTRA_SNS_2025,의약/의료기기
901890,MA,DATA SCIENTIST PERFORMANCE,,,,Importer,Morocco,KOTRA_SNS_2025,의약/의료기기
300490,BD,Imperial trading co,,,,Importer,Dhaka Bangladesh,KOTRA_SNS_2025,의약/의료기기
901820,VN,MTI company,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901820,VN,H Ni,,,,Importer,Hanoi,KOTRA_SNS_2025,의약/의료기기
901890,VN,"Aura Capital, T Phng pharmacy",,,,Importer,"Q.7, Ho Chi Minh City",KOTRA_SNS_2025,의약/의료기기
901890,VN,Phu tung Hyundai,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901820,VN,Cong ty TNHH THIT B  Y T AN PHC,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,VN,elSaga,,,,Importer,Ha Noi,KOTRA_SNS_2025,의약/의료기기
901890,VN,Gem dental studio,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
300490,TW,Hongyi,,,,Importer,新北市,KOTRA_SNS_2025,의약/의료기기
300490,ID,Raya,,,,Importer,Batam,KOTRA_SNS_2025,의약/의료기기
300490,TW,萊肯國際股有限公司,,,,Importer,台北市,KOTRA_SNS_2025,의약/의료기기
300490,TW,神腦國際 Senao,,,,Importer,Taipei,KOTRA_SNS_2025,의약/의료기기
300490,TW,Lis tech,,,,Importer,Taipei,KOTRA_SNS_2025,의약/의료기기
901819,VN,EnviEco J.S.C,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901819,VN,AQ HOME Soft services,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901819,VN,h,,,,Importer,Ho Chi Minh City,KOTRA_SNS_2025,의약/의료기기
901890,PH,3M Golden Pizza Corporation,,,,Importer,quezon,KOTRA_SNS_2025,의약/의료기기
901839,ID,Neurosurgery,,,,Importer,Bandung,KOTRA_SNS_2025,의약/의료기기
901890,US,fiverr,,,,Importer,Muntinlupa City,KOTRA_SNS_2025,의약/의료기기
901890,ID,11111,,,,Importer,Kabanjahe,KOTRA_SNS_2025,의약/의료기기
901890,PH,j,,,,Importer,Mabini,KOTRA_SNS_2025,의약/의료기기
901890,IL,Pu groyelar prude,,,,Importer,medan,KOTRA_SNS_2025,의약/의료기기
901890,ID,Bumi vf,,,,Importer,Palopo,KOTRA_SNS_2025,의약/의료기기
901890,US,ainun,,,,Importer,bandung,KOTRA_SNS_2025,의약/의료기기
901890,PH,Own self,,,,Importer,Tandag city,KOTRA_SNS_2025,의약/의료기기
901890,US,Mikulobcorp,,,,Importer,Marawi City,KOTRA_SNS_2025,의약/의료기기
901839,PH,Novotel,,,,Importer,san Carlos City,KOTRA_SNS_2025,의약/의료기기
901890,ID,dimas,,,,Importer,Bogor,KOTRA_SNS_2025,의약/의료기기
901890,ID,winda,,,,Importer,Bogor,KOTRA_SNS_2025,의약/의료기기
901890,KH,Royal Cambodian Army,,,,Importer,Kampot,KOTRA_SNS_2025,의약/의료기기
901890,ID,k,,,,Importer,Tangerang,KOTRA_SNS_2025,의약/의료기기
901890,PH,GILD ARTZ,,,,Importer,San Isidro,KOTRA_SNS_2025,의약/의료기기
901839,PH,N/a,,,,Importer,Pasay City,KOTRA_SNS_2025,의약/의료기기
901890,PH,wescom,,,,Importer,Cebu,KOTRA_SNS_2025,의약/의료기기
901890,PH,mitzumi,,,,Importer,baguio,KOTRA_SNS_2025,의약/의료기기
901890,ID,Hikmah,,,,Importer,Makassar,KOTRA_SNS_2025,의약/의료기기
901890,MM,Myanmar sj,,,,Importer,Yangon,KOTRA_SNS_2025,의약/의료기기
901890,US,riverkwairesotel,,,,Importer,Kanchanaburi,KOTRA_SNS_2025,의약/의료기기
901890,ID,Wiraswastawan,,,,Importer,Pemalang,KOTRA_SNS_2025,의약/의료기기
901890,CA,Gdhejs,,,,Importer,Kampot,KOTRA_SNS_2025,의약/의료기기
901890,ID,PT.Medik elektro tekhnik,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901839,PH,pizzarella,,,,Importer,Iligan City,KOTRA_SNS_2025,의약/의료기기
901890,ID,PT. Cinta Abadi,,,,Importer,Martapura,KOTRA_SNS_2025,의약/의료기기
901890,ID,Jmb hospitals,,,,Importer,Muara Badak,KOTRA_SNS_2025,의약/의료기기
901890,PH,Metroways Healthcare Medical Systems,,,,Importer,Manila,KOTRA_SNS_2025,의약/의료기기
901890,PH,Geremy Store,,,,Importer,Ilocos,KOTRA_SNS_2025,의약/의료기기
901890,US,BotX Hideout,,,,Importer,Manila,KOTRA_SNS_2025,의약/의료기기
901890,PH,Colonie Pest Control/ Colonie Enterprises,,,,Importer,Mandaue City,KOTRA_SNS_2025,의약/의료기기
901890,AL,Hshshsjkdbzbxnx,,,,Importer,Phnom Penh,KOTRA_SNS_2025,의약/의료기기
901890,ID,PT DCS,,,,Importer,Surabaya,KOTRA_SNS_2025,의약/의료기기
901890,ID,PT Telekomunikasi Indonesia,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901890,PH,Facebook,,,,Importer,Leyte,KOTRA_SNS_2025,의약/의료기기
901890,TH,3395 Amphoe Khlong Hat Changwat Sa Kaeo 27260 Thailand,,,,Importer,Bangkok,KOTRA_SNS_2025,의약/의료기기
901890,KH,Facebook Marketplace Assistant,,,,Importer,Phnom Penh,KOTRA_SNS_2025,의약/의료기기
901890,AQ,Hania's Jewelry Shop,,,,Importer,makati city,KOTRA_SNS_2025,의약/의료기기
901890,ID,Jual beli online,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901890,ID,UNITECH UTAMA MANDIRI,,,,Importer,Bekasi,KOTRA_SNS_2025,의약/의료기기
901890,ID,bmri,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901890,US,Dyjvdgjvc,,,,Importer,Rach Gia,KOTRA_SNS_2025,의약/의료기기
901890,US,Fiverr,,,,Importer,Muntinlupa City,KOTRA_SNS_2025,의약/의료기기
901890,MM,Khant Shwe pyi co.ltd,,,,Importer,Dawei,KOTRA_SNS_2025,의약/의료기기
901890,ID,Eldadido mas intl,,,,Importer,Tangerang,KOTRA_SNS_2025,의약/의료기기
901890,VN,XNK AHATA,,,,Importer,Thnh ph H Ch Minh,KOTRA_SNS_2025,의약/의료기기
901890,PH,liza,,,,Importer,baguio,KOTRA_SNS_2025,의약/의료기기
901890,KH,Architecture & Design,,,,Importer,Ta Khmau,KOTRA_SNS_2025,의약/의료기기
901890,US,tu,,,,Importer,Phnom Penh,KOTRA_SNS_2025,의약/의료기기
901890,ID,ye,,,,Importer,Bogor,KOTRA_SNS_2025,의약/의료기기
901890,PH,DE company,,,,Importer,Balingasaguk,KOTRA_SNS_2025,의약/의료기기
901890,ID,PT. Cahaya Medika Pasundan,,,,Importer,Bandung,KOTRA_SNS_2025,의약/의료기기
901890,ID,BUMN,,,,Importer,Surabaya,KOTRA_SNS_2025,의약/의료기기
901890,ID,G,,,,Importer,Bogor,KOTRA_SNS_2025,의약/의료기기
901890,PH,Bernardino General Hospital,,,,Importer,Quezon City,KOTRA_SNS_2025,의약/의료기기
901890,US,GNS CENTRAL TRADING,,,,Importer,quezon city,KOTRA_SNS_2025,의약/의료기기
901890,PH,Freelance Midi Programmer,,,,Importer,makati,KOTRA_SNS_2025,의약/의료기기
901890,PH,The Krusty Krab,,,,Importer,makati,KOTRA_SNS_2025,의약/의료기기
901890,PH,contractor,,,,Importer,caloocan,KOTRA_SNS_2025,의약/의료기기
901890,ID,Healthy One,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901890,ID,Qolbi Utama,,,,Importer,Tangerang,KOTRA_SNS_2025,의약/의료기기
901890,ID,Pt. Dwi cahaya mulia,,,,Importer,Bekasi indonesia,KOTRA_SNS_2025,의약/의료기기
901839,ID,Laksaa medical,,,,Importer,Jogja,KOTRA_SNS_2025,의약/의료기기
901890,US,jti,,,,Importer,makati alabang,KOTRA_SNS_2025,의약/의료기기
901890,PH,Mawi Apartment,,,,Importer,Mariveles,KOTRA_SNS_2025,의약/의료기기
901890,ID,Michael Page Indonesia,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901890,ID,CTI,,,,Importer,Serpong,KOTRA_SNS_2025,의약/의료기기
901890,US,rr furniture,,,,Importer,tuguegarao,KOTRA_SNS_2025,의약/의료기기
901890,ID,Burgandy,,,,Importer,Jakarta,KOTRA_SNS_2025,의약/의료기기
901890,ID,Memey,,,,Importer,Surabaya,KOTRA_SNS_2025,의약/의료기기
901890,ID,NKRI POST,,,,Importer,Jakarta barat,KOTRA_SNS_2025,의약/의료기기
