hs_code,country,buyer_name,annual_usd,shipments,last_date,buyer_type,city,source,product_category
870829,ID,PT. Karya Propertindo konsultan,,,,Importer,Jakarta,KOTRA_SNS_2025,자동차/부품
401110,EC,Banexportim s.a,,,,Importer,Guayaquil ecuador,KOTRA_SNS_2025,자동차/부품
401110,MU,SHREESH CO LTEE,,,,Importer,Mauritius,KOTRA_SNS_2025,자동차/부품
870321,NG,Tijara global,,,,Importer,Kano state Nigeria,KOTRA_SNS_2025,자동차/부품
870899,ES,NICONZ INTERNATIONAL LTD,,,,Importer,Mlaga,KOTRA_SNS_2025,자동차/부품
870899,PH,Jd Auto Parts Repair Services,,,,Importer,isulan Sultan Kudarat,KOTRA_SNS_2025,자동차/부품
870899,ID,PT Cokro Sempurna Jaya,,,,Importer,Jakarta,KOTRA_SNS_2025,자동차/부품
870899,ID,Pt.esa daya perkasa,,,,Importer,Medan,KOTRA_SNS_2025,자동차/부품
870899,CA,Uluqi Plastics,,,,Importer,Toronto,KOTRA_SNS_2025,자동차/부품
870899,MY,bioprestige,,,,Importer,Petaling Jaya,KOTRA_SNS_2025,자동차/부품
870899,MY,Lass Holdings sdn bhd,,,,Importer,Kuala Lumpur,KOTRA_SNS_2025,자동차/부품
870899,PH,GHC,,,,Importer,Quezon City,KOTRA_SNS_2025,자동차/부품
870899,PH,Facebook,,,,Importer,Union,KOTRA_SNS_2025,자동차/부품
870899,PH,Na,,,,Importer,Manila,KOTRA_SNS_2025,자동차/부품
870899,PH,Sun Life Philippines,,,,Importer,Lipa,KOTRA_SNS_2025,자동차/부품
870899,PH,Pink ventures inc.,,,,Importer,Taguig,KOTRA_SNS_2025,자동차/부품
870899,PH,,,,,Importer,Romblon,KOTRA_SNS_2025,자동차/부품
870899,PH,Citideals Phil. Inc,,,,Importer,Valenzuela,KOTRA_SNS_2025,자동차/부품
870899,PH,NCET2,,,,Importer,Bacolod CIty,KOTRA_SNS_2025,자동차/부품
870899,TH,kiss of beauty,,,,Importer,Bangkok,KOTRA_SNS_2025,자동차/부품
870899,PH,HP philipines,,,,Importer,Taguig,KOTRA_SNS_2025,자동차/부품
870899,PH,lazada.com,,,,Importer,Davao,KOTRA_SNS_2025,자동차/부품
870899,CA,Beauty de luxe,,,,Importer,Richmond,KOTRA_SNS_2025,자동차/부품
870899,CA,Goryeo Cosmetics Inc.,,,,Importer,Calgary,KOTRA_SNS_2025,자동차/부품
870899,US,none,,,,Importer,San Diego,KOTRA_SNS_2025,자동차/부품
870899,BG,Nature&Soul cosmetics by Tanya Koleva,,,,Importer,Burgas,KOTRA_SNS_2025,자동차/부품
870899,ES,Khadija,,,,Importer,Barcelona,KOTRA_SNS_2025,자동차/부품
870899,AT,Sugar Hut,,,,Importer,Vienna,KOTRA_SNS_2025,자동차/부품
870899,BG,APIRO DM LTD,,,,Importer,Sofia,KOTRA_SNS_2025,자동차/부품
870899,PH,Innovative Synergy Corporation,,,,Importer,Imus,KOTRA_SNS_2025,자동차/부품
870899,PH,JPR Construction and Trading/Fortune Master Heavy Equipment and Parts Corp.,,,,Importer,Caloocan,KOTRA_SNS_2025,자동차/부품
870899,ID,Marketer,,,,Importer,Malang,KOTRA_SNS_2025,자동차/부품
870899,PH,Good Finds,,,,Importer,Lubao,KOTRA_SNS_2025,자동차/부품
870899,PH,Logistics,,,,Importer,Quezon,KOTRA_SNS_2025,자동차/부품
870899,CA,oka,,,,Importer,Montreal,KOTRA_SNS_2025,자동차/부품
870899,US,evcle,,,,Importer,New York,KOTRA_SNS_2025,자동차/부품
870899,CA,Jacarand,,,,Importer,Calgary,KOTRA_SNS_2025,자동차/부품
870899,US,Novus Automotive,,,,Importer,Fullerton,KOTRA_SNS_2025,자동차/부품
870899,GB,M2 Capital,,,,Importer,London,KOTRA_SNS_2025,자동차/부품
870899,DE,Blackstone Shipping,,,,Importer,Hamburg,KOTRA_SNS_2025,자동차/부품
870899,BG,EVROPEAN PARLIAMENT,,,,Importer,Sofia,KOTRA_SNS_2025,자동차/부품
870899,PT,Momenti,,,,Importer,Lisboa,KOTRA_SNS_2025,자동차/부품
870899,ID,Ide Karya Manufaktur,,,,Importer,Bandung,KOTRA_SNS_2025,자동차/부품
870899,ID,Tiga poetra perkasa,,,,Importer,Balikpapan,KOTRA_SNS_2025,자동차/부품
870899,ID,a,,,,Importer,Tuban,KOTRA_SNS_2025,자동차/부품
870894,IN,Universal Autozone,,,,Importer,Ahmedabad,KOTRA_SNS_2025,자동차/부품
870899,IN,Yashodamata industries ltd,,,,Importer,Pune,KOTRA_SNS_2025,자동차/부품
870894,IN,Multilubes,,,,Importer,Bangalore,KOTRA_SNS_2025,자동차/부품
870899,SA,Kamran Data Jewelers,,,,Importer,hyderabad,KOTRA_SNS_2025,자동차/부품
870899,IN,Sakthi auto air condition,,,,Importer,Chennai,KOTRA_SNS_2025,자동차/부품
870899,LK,Macksons,,,,Importer,Colombo,KOTRA_SNS_2025,자동차/부품
870899,PK,AL Ladly enterprise,,,,Importer,Karachi,KOTRA_SNS_2025,자동차/부품
870899,IN,AGV Mechatrons,,,,Importer,Chennai,KOTRA_SNS_2025,자동차/부품
870899,CH,my own business,,,,Importer,Zrich,KOTRA_SNS_2025,자동차/부품
870899,IN,Brently Motor Works,,,,Importer,Anand,KOTRA_SNS_2025,자동차/부품
870899,PK,MNN project and Management,,,,Importer,Dubai,KOTRA_SNS_2025,자동차/부품
870894,LK,aksha medimart,,,,Importer,Colombo,KOTRA_SNS_2025,자동차/부품
870899,IN,Spick & Span Services,,,,Importer,Nagpur,KOTRA_SNS_2025,자동차/부품
870830,PK,Car Club,,,,Importer,Lahore,KOTRA_SNS_2025,자동차/부품
870899,LK,synergy life Solutions,,,,Importer,Colombo,KOTRA_SNS_2025,자동차/부품
870899,DZ,SOMGT,,,,Importer,Sidi Khaled,KOTRA_SNS_2025,자동차/부품
870894,IQ,M B H,,,,Importer,Irbil,KOTRA_SNS_2025,자동차/부품
870899,MA,New world accessoires,,,,Importer,Marrakech,KOTRA_SNS_2025,자동차/부품
870830,IQ,thamer al basri,,,,Importer,baghdad,KOTRA_SNS_2025,자동차/부품
870899,DZ,sarl DUCHAN RSEAUX,,,,Importer,El Eulma,KOTRA_SNS_2025,자동차/부품
870899,AE,FAM,,,,Importer,Abu Dhabi,KOTRA_SNS_2025,자동차/부품
870899,IQ,Car Base,,,,Importer,Irbil,KOTRA_SNS_2025,자동차/부품
870894,LY,Top seal.ly,,,,Importer,Tripoli,KOTRA_SNS_2025,자동차/부품
870899,MA,Hinez,,,,Importer,Guelmim,KOTRA_SNS_2025,자동차/부품
870830,MA,Perttl outomotiv,,,,Importer,Tangier,KOTRA_SNS_2025,자동차/부품
870894,DZ,Retraite,,,,Importer,TADJENANET,KOTRA_SNS_2025,자동차/부품
870899,OM,OQ,,,,Importer,Sohar,KOTRA_SNS_2025,자동차/부품
870894,DZ,Sarl Petra,,,,Importer,bab Ezzouar,KOTRA_SNS_2025,자동차/부품
870899,DZ,Sopremac sarl,,,,Importer,Algiers,KOTRA_SNS_2025,자동차/부품
870894,US,rabia,,,,Importer,calefornia,KOTRA_SNS_2025,자동차/부품
870899,DZ,kia hyundai Chevrolet Algeria,,,,Importer,An M'Lila,KOTRA_SNS_2025,자동차/부품
870894,DZ,SARL OULMI METAL,,,,Importer,Barika,KOTRA_SNS_2025,자동차/부품
870899,MA,Abderrahman,,,,Importer,Outat el Hadj,KOTRA_SNS_2025,자동차/부품
870830,MA,FES,,,,Importer,Fez,KOTRA_SNS_2025,자동차/부품
870899,DZ,Eurl nergie auto import export,,,,Importer,Oum el Bouaghi,KOTRA_SNS_2025,자동차/부품
870894,DZ,el abbaci et cie import export,,,,Importer,An Oulmene,KOTRA_SNS_2025,자동차/부품
870830,JP,Aurangzeb,,,,Importer,Takamatsu shi,KOTRA_SNS_2025,자동차/부품
870899,IT,Student,,,,Importer,Phnom Penh,KOTRA_SNS_2025,자동차/부품
870830,US,Vcxv,,,,Importer,New York,KOTRA_SNS_2025,자동차/부품
870830,ID,Ari anggoro pt,,,,Importer,Sunter,KOTRA_SNS_2025,자동차/부품
870899,PH,Auto Blitz Parts & Accessories Trading,,,,Importer,Makati,KOTRA_SNS_2025,자동차/부품
870830,PH,wala,,,,Importer,Cebu City,KOTRA_SNS_2025,자동차/부품
870899,MY,Novelzon Autotronices Sdn. Bhd,,,,Importer,KL,KOTRA_SNS_2025,자동차/부품
870899,US,.,,,,Importer,Gelang Patah,KOTRA_SNS_2025,자동차/부품
870899,MM,U2,,,,Importer,Yangon,KOTRA_SNS_2025,자동차/부품
870899,IN,DYNO Tuner Engine control module /ECU Remapping at Dada Garage Margao Goa,,,,Importer,Margao,KOTRA_SNS_2025,자동차/부품
870899,PK,World Builders Pvt Ltd,,,,Importer,Islamabad,KOTRA_SNS_2025,자동차/부품
870894,PK,Larkana sindh lines pakistan,,,,Importer,Naudero,KOTRA_SNS_2025,자동차/부품
870894,IN,Analytic Lab Solutions,,,,Importer,Hoshiarpur,KOTRA_SNS_2025,자동차/부품
870899,PK,Seven Key Enterprises,,,,Importer,Sialkot,KOTRA_SNS_2025,자동차/부품
870894,PK,University of Peshawar,,,,Importer,Islamabad,KOTRA_SNS_2025,자동차/부품
870899,PK,ARS collection apparel and garments,,,,Importer,Karachi,KOTRA_SNS_2025,자동차/부품
870894,PK,mission grammar school,,,,Importer,sargodha,KOTRA_SNS_2025,자동차/부품
870899,US,anwer and com,,,,Importer,karachi,KOTRA_SNS_2025,자동차/부품
870899,PK,Allied Enterprise MEP services,,,,Importer,Karachi,KOTRA_SNS_2025,자동차/부품
870899,US,Israeli Jerusalem David Solomon,,,,Importer,Chennai,KOTRA_SNS_2025,자동차/부품
870830,MY,naseem food spacis Pvt LTD,,,,Importer,mirpur ajk,KOTRA_SNS_2025,자동차/부품
870899,IN,Automobiles,,,,Importer,Ujjain,KOTRA_SNS_2025,자동차/부품
870899,IN,Revive Auto Pvt Ltd,,,,Importer,Hyderabad,KOTRA_SNS_2025,자동차/부품
870894,PK,PAK ARMY 2,,,,Importer,Peshawar,KOTRA_SNS_2025,자동차/부품
870899,PK,Facebook,,,,Importer,Islamabad,KOTRA_SNS_2025,자동차/부품
870899,PK,Pakistan,,,,Importer,Islamabad,KOTRA_SNS_2025,자동차/부품
870899,IN,Techno industries,,,,Importer,Ahmedabad,KOTRA_SNS_2025,자동차/부품
870899,AE,TORA Technologies,,,,Importer,Lahore,KOTRA_SNS_2025,자동차/부품
870899,PH,Okada,,,,Importer,Manila,KOTRA_SNS_2025,자동차/부품
870899,PH,House,,,,Importer,Davao City,KOTRA_SNS_2025,자동차/부품
870830,US,Bcvbvgh,,,,Importer,Phnom Penh,KOTRA_SNS_2025,자동차/부품
870830,US,Bcnnxv,,,,Importer,Bangkok,KOTRA_SNS_2025,자동차/부품
870899,VN,viet auto technlogy and investment jsc,,,,Importer,Hanoi,KOTRA_SNS_2025,자동차/부품
870830,PH,Authorized Reseller of Sugar Dolls,,,,Importer,Pagudpud,KOTRA_SNS_2025,자동차/부품
870899,MY,kejuruteraan budi sakti corporation (m) sdn nhd,,,,Importer,seri kembangan,KOTRA_SNS_2025,자동차/부품
870830,PH,no,,,,Importer,Cebo,KOTRA_SNS_2025,자동차/부품
870899,PH,Mib,,,,Importer,Rosario,KOTRA_SNS_2025,자동차/부품
870899,US,Chicago Bulls,,,,Importer,Chicago,KOTRA_SNS_2025,자동차/부품
870894,PH,SMBI,,,,Importer,Iligan City,KOTRA_SNS_2025,자동차/부품
870830,US,Cccbbv,,,,Importer,New York,KOTRA_SNS_2025,자동차/부품
870899,PH,"LGU Maasin City,Southern Leyte",,,,Importer,Maasin,KOTRA_SNS_2025,자동차/부품
870830,PH,Master's degree,,,,Importer,Manila,KOTRA_SNS_2025,자동차/부품
870894,US,Shynneonmei barron,,,,Importer,Lakewood,KOTRA_SNS_2025,자동차/부품
870894,United States,Destnd4Grtness,,,,Importer,North Hollywood,KOTRA_SNS_2025,자동차/부품
870870,United States,Facebook,,,,Importer,Elm Mott,KOTRA_SNS_2025,자동차/부품
870870,US,Williams and Kornegay Logging,,,,Importer,Greenville,KOTRA_SNS_2025,자동차/부품
870894,United States,Security,,,,Importer,New York,KOTRA_SNS_2025,자동차/부품
870894,United States,Albright Plumbing-N-Ditching,,,,Importer,Akron,KOTRA_SNS_2025,자동차/부품
870894,US,PIMPINAN,,,,Importer,Venice,KOTRA_SNS_2025,자동차/부품
870894,US,Bob Bechard,,,,Importer,Adrian,KOTRA_SNS_2025,자동차/부품
870894,US,DICK'S Sporting Goods,,,,Importer,Carrollton,KOTRA_SNS_2025,자동차/부품
870870,United States,Permian enterprises,,,,Importer,Odessa,KOTRA_SNS_2025,자동차/부품
870870,US,fredos,,,,Importer,Dayton,KOTRA_SNS_2025,자동차/부품
870870,United States,Mi Musica Studio,,,,Importer,Bronx,KOTRA_SNS_2025,자동차/부품
870870,US,,,,,Importer,Mesa,KOTRA_SNS_2025,자동차/부품
870894,US,Ronald Reagan Washington National Airport,,,,Importer,Temple Hills,KOTRA_SNS_2025,자동차/부품
870894,United States,Acosta,,,,Importer,Charlotte,KOTRA_SNS_2025,자동차/부품
870870,US,Via Christi Health System,,,,Importer,Wichita,KOTRA_SNS_2025,자동차/부품
870894,United States,Nwtt,,,,Importer,Philadelphia,KOTRA_SNS_2025,자동차/부품
870894,US,"Randolph Tool Co., Inc.",,,,Importer,Tampa,KOTRA_SNS_2025,자동차/부품
870894,US,na,,,,Importer,Eastpointe,KOTRA_SNS_2025,자동차/부품
870894,US,IATSE,,,,Importer,New York,KOTRA_SNS_2025,자동차/부품
870870,US,Jd technologys,,,,Importer,East Chicago,KOTRA_SNS_2025,자동차/부품
870894,US,Shynneonmei barron,,,,Importer,Lakewood,KOTRA_SNS_2025,자동차/부품
870894,US,Destnd4Grtness,,,,Importer,North Hollywood,KOTRA_SNS_2025,자동차/부품
870870,US,Facebook,,,,Importer,Elm Mott,KOTRA_SNS_2025,자동차/부품
870870,US,Williams and Kornegay Logging,,,,Importer,Greenville,KOTRA_SNS_2025,자동차/부품
870894,US,Albright Plumbing-N-Ditching,,,,Importer,Akron,KOTRA_SNS_2025,자동차/부품
870894,US,PIMPINAN,,,,Importer,Venice,KOTRA_SNS_2025,자동차/부품
870894,US,Bob Bechard,,,,Importer,Adrian,KOTRA_SNS_2025,자동차/부품
870894,US,DICK'S Sporting Goods,,,,Importer,Carrollton,KOTRA_SNS_2025,자동차/부품
870870,US,Permian enterprises,,,,Importer,Odessa,KOTRA_SNS_2025,자동차/부품
870870,US,fredos,,,,Importer,Dayton,KOTRA_SNS_2025,자동차/부품
870870,US,Mi Musica Studio,,,,Importer,Bronx,KOTRA_SNS_2025,자동차/부품
870870,US,,,,,Importer,Mesa,KOTRA_SNS_2025,자동차/부품
870894,US,Ronald Reagan Washington National Airport,,,,Importer,Temple Hills,KOTRA_SNS_2025,자동차/부품
870894,US,Acosta,,,,Importer,Charlotte,KOTRA_SNS_2025,자동차/부품
870870,US,Via Christi Health System,,,,Importer,Wichita,KOTRA_SNS_2025,자동차/부품
870894,US,Nwtt,,,,Importer,Philadelphia,KOTRA_SNS_2025,자동차/부품
870894,US,"Randolph Tool Co., Inc.",,,,Importer,Tampa,KOTRA_SNS_2025,자동차/부품
870894,US,na,,,,Importer,Eastpointe,KOTRA_SNS_2025,자동차/부품
870870,GH,Hot deals,,,,Importer,Winneba,KOTRA_SNS_2025,자동차/부품
870870,GH,Dashen Mercantile,,,,Importer,Accra,KOTRA_SNS_2025,자동차/부품
870870,GH,K A Mighty Ventures,,,,Importer,Tema,KOTRA_SNS_2025,자동차/부품
870870,GH,Art & Graphic Design,,,,Importer,Tema,KOTRA_SNS_2025,자동차/부품
870870,GH,Alhaji yusif Ali,,,,Importer,Saltpond,KOTRA_SNS_2025,자동차/부품
870870,GH,Ambition Institute of Technology,,,,Importer,Accra,KOTRA_SNS_2025,자동차/부품
870870,GH,Cosmic love Organogold Mushrooms,,,,Importer,Accra,KOTRA_SNS_2025,자동차/부품
870870,GH,R O Chemist,,,,Importer,Agona Swedru,KOTRA_SNS_2025,자동차/부품
870870,GH,fredgomich ent,,,,Importer,Accra,KOTRA_SNS_2025,자동차/부품
870870,US,eureka,,,,Importer,accra,KOTRA_SNS_2025,자동차/부품
870870,GH,JEEEXIM,,,,Importer,Accra,KOTRA_SNS_2025,자동차/부품
870870,GH,shierosck ent.,,,,Importer,accra,KOTRA_SNS_2025,자동차/부품
870850,Trkiye,CSE GLOBAL KMYA,,,,Importer,isranbul,KOTRA_SNS_2025,자동차/부품
870850,Trkiye,KAYA PLASTIC AUTOMOTIV LTD T.,,,,Importer,Istanbul,KOTRA_SNS_2025,자동차/부품
870850,Trkiye,nterpar Otomotiv,,,,Importer,stanbul,KOTRA_SNS_2025,자동차/부품
870894,CN,"Martinrea Honsel Aluminum Parts (Yuyao) Co., Ltd.",,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,"Mopar (Shanghai) Auto Parts Trading Co., Ltd.",,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,"Ningbo Tuopu Group Co., Ltd.",,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,Garrett Motion Technology Shanghai CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SKF SHANGHAI AUTOMOTIVE TECHNOLOGY CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,DONGGUAN MODERN METAL PRECISION DIE CASTING,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SANKO PRECISION SHANGHAI TRADING CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,BORGWARNER TTS BEIJING CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,CHONGQING NEXTEER STEERING SYSTEM CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,BOSCH AUTOMOTIVE PRODUCTS CHANGSHA CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,CONTINENTAL AUTOMOTIVE CORP LIANYUNGANG CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,JATCO GUANGZHOU AUTOMATIC TRANSMISSION LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,JATCO SUZHOU AUTOMATIC TRANSMISSION LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,LINAMAR AUTOMOTIVE SYSTEM(CHONGQING) CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,NEXTEER AUTOMOTIVE LIUZHOU CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,NEXTEER AUTOMOTIVE SUZHOU CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SAIC GM DONGYUE POWERTRAIN COMPANY LIMITED,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SAIC USA INC-SHANGHAI BRANCH,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SAIC GENERAL MOTORS PROPULSION SYSTEM TECHNOLOGY SHANGHAI CO,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,VALEO KAPEC TORQUE CONVERTERS NANJING CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,VOLKSWAGEN AUTOMATIC TRANSMISSION TIANJIN CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,YEH LIN TRANDING(SHANGHAI) CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SCHAEFFLER CHINA CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,YEH LIN TRADING(SHANGHAI) CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,"WANXIANG QIANCHAO CO.,LTD",,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,QINGDAO KAIEN ELECTRONICS CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,"WUHAN LANGYI INDUSTRY & TRADING CO.,LTD",,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,"Chongqing C-tech Technology Co., Ltd.",,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,NANJING NEXCON ELECTRONICS CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,CN,SUZHOU INOVANCE TECHNOLOGY CO LTD,,,,Importer,Shanghai,KOTRA_SNS_2025,자동차/부품
870894,UZ,Kia Uzbekistan,,,,Importer,Tashkent,KOTRA_SNS_2025,자동차/부품
870894,CA,MiON Forest,,,,Importer,Hamilton,KOTRA_SNS_2025,자동차/부품
870894,PK,Madni Motors and Property advisor,,,,Importer,Attock,KOTRA_SNS_2025,자동차/부품
870894,IN,Himgiri Automobile (P) LTD,,,,Importer,Delhi,KOTRA_SNS_2025,자동차/부품
870894,IN,MW Internationals,,,,Importer,Gurugram,KOTRA_SNS_2025,자동차/부품
870894,PK,mehran traders,,,,Importer,latifabad unit 07 Hyderabad,KOTRA_SNS_2025,자동차/부품
870894,IN,Sakthi auto air condition,,,,Importer,Chennai,KOTRA_SNS_2025,자동차/부품
870894,LK,Nishan Automobile Pvt Ltd,,,,Importer,Kurunegala,KOTRA_SNS_2025,자동차/부품
870894,PK,Daily Jinnah Islamabad,,,,Importer,Islamabad,KOTRA_SNS_2025,자동차/부품
870894,PK,S B Enterprises,,,,Importer,Lahore,KOTRA_SNS_2025,자동차/부품
870894,NG,Beekay198 & CO,,,,Importer,Lagos,KOTRA_SNS_2025,자동차/부품
870894,NG,Esides Auto Care Ltd,,,,Importer,Abuja,KOTRA_SNS_2025,자동차/부품
870894,NG,Qsources Company,,,,Importer,Lagos,KOTRA_SNS_2025,자동차/부품
870894,NG,"Chairman, Frontline Trust Bank Plc",,,,Importer,Eko,KOTRA_SNS_2025,자동차/부품
870894,NG,Soladex Ven ltd,,,,Importer,lagos nigeria,KOTRA_SNS_2025,자동차/부품
870894,GH,Edko Links Investments Limited,,,,Importer,Tema,KOTRA_SNS_2025,자동차/부품
870894,GH,El Roi motors ltd,,,,Importer,Accra,KOTRA_SNS_2025,자동차/부품
870894,NG,WestAfriq Production,,,,Importer,Lagos Island,KOTRA_SNS_2025,자동차/부품
870894,NG,Autocity,,,,Importer,Lagos,KOTRA_SNS_2025,자동차/부품
870894,NG,Student,,,,Importer,KANO,KOTRA_SNS_2025,자동차/부품
870894,GH,Criz Conglomerate,,,,Importer,Tema,KOTRA_SNS_2025,자동차/부품
870894,AZ,New World,,,,Importer,Sydney,KOTRA_SNS_2025,자동차/부품
870894,FR,BBCC Import&Export,,,,Importer,Grenoble,KOTRA_SNS_2025,자동차/부품
870894,JP,Japan,,,,Importer,ashikaga shi,KOTRA_SNS_2025,자동차/부품
870894,NL,INTERLINEX B.V.,,,,Importer,Hoensbroek,KOTRA_SNS_2025,자동차/부품
870894,DZ,Eurl DJEBALI Djamal,,,,Importer,Algeria,KOTRA_SNS_2025,자동차/부품
870894,AE,My Own Business Institute,,,,Importer,Dubai,KOTRA_SNS_2025,자동차/부품
870894,AE,kabri motor,,,,Importer,Sharjah,KOTRA_SNS_2025,자동차/부품
870894,HK,xingxing,,,,Importer,sal,KOTRA_SNS_2025,자동차/부품
870894,KZ,IP,,,,Importer,Актобе,KOTRA_SNS_2025,자동차/부품
870894,MN,Facebook,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,자동차/부품
870894,MN,wooreetrade,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,자동차/부품
870894,KZ,Ergali_auto,,,,Importer,Актау,KOTRA_SNS_2025,자동차/부품
870894,PH,PhilippineIndustrial Bearings Chains & Oil Seal Trading,,,,Importer,Manila,KOTRA_SNS_2025,자동차/부품
870894,KH,Phnom Penh,,,,Importer,Phnom Penh,KOTRA_SNS_2025,자동차/부품
870894,VN,Director of Thai Duong Auto,,,,Importer,Hanoi,KOTRA_SNS_2025,자동차/부품
