hs_code,country,buyer_name,product_desc,city,source
903210,NG,deciti group,Machinery & Heavy Equipment,lagos,KOTRA_SNS_2025
903210,NG,Hakar Engeering Nig Ltd,Machinery & Heavy Equipment,Kaduna,KOTRA_SNS_2025
903210,KE,lema farm and ranch,Machinery & Heavy Equipment,Kenya,KOTRA_SNS_2025
940549,ET,Wallaga University,"Plant, Power & Equipments",Shambu,KOTRA_SNS_2025
903210,ZA,Small Enterprise Development Agency,Machinery & Heavy Equipment,Pretoria,KOTRA_SNS_2025
940549,NG,FTK INTERNATIONAL LTD,"Plant, Power & Equipments",Abuja,KOTRA_SNS_2025
903210,ZA,Mahataammoho pty ltd,Machinery & Heavy Equipment,Johannesburg,KOTRA_SNS_2025
940549,GH,Glomed,"Plant, Power & Equipments",Kumasi,KOTRA_SNS_2025
902710,NG,Wide Wale Entertainment Ltd,Computer Hardware & Software,Lagos,KOTRA_SNS_2025
903210,CI,Swip Africa,Machinery & Heavy Equipment,Abidjan,KOTRA_SNS_2025
940549,NG,Chigodex Nigeria Ltd,"Plant, Power & Equipments",Lagos,KOTRA_SNS_2025
903210,NG,Marctex Agro Allied product and services,Machinery & Heavy Equipment,lagos,KOTRA_SNS_2025
940549,NG,Muslim Students' Society of Nigeria,"Plant, Power & Equipments",Gumel,KOTRA_SNS_2025
852610,ET,Fathi mussa wholesalers,Electrical Equipment & Components,Addis,KOTRA_SNS_2025
310510,NG,"messr and global resources ltd,nigeria","Chemicals & Rubber, Plastics",ilorin,KOTRA_SNS_2025
903210,NG,CEO Shapefield Ltd  Civil&building engineering construction company,Machinery & Heavy Equipment,Lagos,KOTRA_SNS_2025
852610,GH,Tema Oil Refinery Co Ltd,Electrical Equipment & Components,Accra,KOTRA_SNS_2025
903210,KE,KiEddy Farm Dairy,Machinery & Heavy Equipment,Nairobi,KOTRA_SNS_2025
903210,TZ,Switch investment limited,Machinery & Heavy Equipment,Dar es salaam,KOTRA_SNS_2025
842129,KE,Ebikes Africa,Sporting Goods,Nairobi,KOTRA_SNS_2025
310510,GH,Artisans Hub,"Chemicals & Rubber, Plastics",Accra,KOTRA_SNS_2025
903210,GH,Shahamana Farms and Chocolate,Machinery & Heavy Equipment,Kumasi,KOTRA_SNS_2025
852610,NG,mahaj  species and foods,Electrical Equipment & Components,Kaduna,KOTRA_SNS_2025
310510,NG,golden straight,"Chemicals & Rubber, Plastics",ibadan,KOTRA_SNS_2025
903210,ZA,SMQ Creations,Machinery & Heavy Equipment,Margate,KOTRA_SNS_2025
903210,KE,Symus Enterprises,Machinery & Heavy Equipment,Mwala,KOTRA_SNS_2025
903210,ET,Etstride,Machinery & Heavy Equipment,Addis Ababa,KOTRA_SNS_2025
940549,ZA,Dlangamandla Agricultural projects,"Plant, Power & Equipments",Durban,KOTRA_SNS_2025
940549,NG,Bokado Global,"Plant, Power & Equipments",Lagos,KOTRA_SNS_2025
310510,KE,self,"Chemicals & Rubber, Plastics",nairobi,KOTRA_SNS_2025
940549,TZ,h,"Plant, Power & Equipments",Lindi,KOTRA_SNS_2025
842129,KE,Uniflora Services Limited,Sporting Goods,Nairobi,KOTRA_SNS_2025
903210,NG,Cozym Limited,Machinery & Heavy Equipment,Lagos,KOTRA_SNS_2025
903210,TZ,Brice Tanzania limited,Machinery & Heavy Equipment,Dar Es Salaam,KOTRA_SNS_2025
940549,NG,Enabuu services,"Plant, Power & Equipments",Abuja,KOTRA_SNS_2025
310510,NG,agro systems ltd,"Chemicals & Rubber, Plastics",nigeria,KOTRA_SNS_2025
903210,NG,Hussaina Integrated Farms,Machinery & Heavy Equipment,Abuja,KOTRA_SNS_2025
940549,TZ,Mirden&J Co,"Plant, Power & Equipments",Dar es Salaam,KOTRA_SNS_2025
310510,NG,Realtrade Ventures Limited,"Chemicals & Rubber, Plastics",Lagos,KOTRA_SNS_2025
940549,ZA,New Frontier Chemicals,"Plant, Power & Equipments",Pietermaritzburg,KOTRA_SNS_2025
310510,NG,NNPC/PPMC DEPOT,"Chemicals & Rubber, Plastics",Enugu,KOTRA_SNS_2025
310510,NG,Oyelade,"Chemicals & Rubber, Plastics",Abeokuta,KOTRA_SNS_2025
940549,ZA,Self Employed,"Plant, Power & Equipments",Jouberton,KOTRA_SNS_2025
842121,ET,Feya,Hardware,Addis Ababa,KOTRA_SNS_2025
852610,NG,Solar Tactics Int'l Ltd,Electrical Equipment & Components,Abuja,KOTRA_SNS_2025
903210,GH,Koga Autoparts Ent,Machinery & Heavy Equipment,Accra,KOTRA_SNS_2025
902710,NG,OSI D4 DYNAMIC INVESTMENT LIMITED,Computer Hardware & Software,Abuja,KOTRA_SNS_2025
940549,ZA,Xamhunti Trading,"Plant, Power & Equipments",Ekurhuleni,KOTRA_SNS_2025
940549,NG,Beta Organic food ltd,"Plant, Power & Equipments",Abj,KOTRA_SNS_2025
940549,TZ,Vital supplies,"Plant, Power & Equipments",Dar es salaam,KOTRA_SNS_2025
903210,TZ,Donson investment,Machinery & Heavy Equipment,Mwanza,KOTRA_SNS_2025
940549,NG,Greenplant agro solution ltd,"Plant, Power & Equipments",Lagos,KOTRA_SNS_2025
903210,NG,Aniefias FARM Ventures,Machinery & Heavy Equipment,Uyo Akwa Ibom State,KOTRA_SNS_2025
902710,ZA,Tlservices,Computer Hardware & Software,Johannesburg,KOTRA_SNS_2025
940549,NG,Hundred Consult,"Plant, Power & Equipments",Abuja,KOTRA_SNS_2025
940549,TZ,Best msouth mabati,"Plant, Power & Equipments",Songea,KOTRA_SNS_2025
310510,NG,Tijara global,"Chemicals & Rubber, Plastics","kano state, Nigeria",KOTRA_SNS_2025
940549,ET,Jl,"Plant, Power & Equipments",Addis Ababa,KOTRA_SNS_2025
903210,GH,Personal,Machinery & Heavy Equipment,Sogakofe,KOTRA_SNS_2025
902710,GH,E Y A TRAVEL and TOUR,Computer Hardware & Software,Accra,KOTRA_SNS_2025
310510,ET,One Industry,"Chemicals & Rubber, Plastics",Addis Ababa,KOTRA_SNS_2025
903210,NG,NUKODAL TRISCOPE AGRIC ENTERPRISES.,Machinery & Heavy Equipment,OSOGBO,KOTRA_SNS_2025
940549,GH,greenwich international School,"Plant, Power & Equipments",Kumasi,KOTRA_SNS_2025
310510,GH,Arrow Business Advisory,"Chemicals & Rubber, Plastics",Tema,KOTRA_SNS_2025
940549,NG,AglowNigeria communications,"Plant, Power & Equipments",Lagos,KOTRA_SNS_2025
940549,TZ,HagromatriZ,"Plant, Power & Equipments",Mbeya,KOTRA_SNS_2025
310510,HU,Njombe import and export Ltd,"Chemicals & Rubber, Plastics",Budapest,KOTRA_SNS_2025
903210,GB,Sustainable innovations ltd,Machinery & Heavy Equipment,Chesham,KOTRA_SNS_2025
940549,GB,UCCREATIONS,"Plant, Power & Equipments",London,KOTRA_SNS_2025
902710,IT,Smartagricola,Computer Hardware & Software,Casalecchio di reno (BO),KOTRA_SNS_2025
903210,GR,Pharmacell A.E. I Animal Health Care & Nutrition,Machinery & Heavy Equipment,Thessalonki,KOTRA_SNS_2025
940549,IT,ADE ALEX VICTORY GLOBAL FARM NIG LTD OGBOMOSHO OYO STATE,"Plant, Power & Equipments",carpenedo,KOTRA_SNS_2025
310510,RO,Washit srl,"Chemicals & Rubber, Plastics",Tecuci,KOTRA_SNS_2025
940549,GR,Κτμα Καμανη,"Plant, Power & Equipments",Thessalonki,KOTRA_SNS_2025
940549,SK,Bioplant,"Plant, Power & Equipments",Velke Ostratice,KOTRA_SNS_2025
940549,BG,vipborsa.com,"Plant, Power & Equipments",Plovdiv,KOTRA_SNS_2025
903210,RO,Celasi Srl,Machinery & Heavy Equipment,Fagaras,KOTRA_SNS_2025
940549,RS,Vifkons,"Plant, Power & Equipments",Beograd,KOTRA_SNS_2025
940549,RO,Gramtee,"Plant, Power & Equipments",Bucharest,KOTRA_SNS_2025
940549,GR,Kokolakis,"Plant, Power & Equipments",Rthimnon,KOTRA_SNS_2025
852610,GR,Agro prisma  ltd,Electrical Equipment & Components,Athens,KOTRA_SNS_2025
940549,NL,3De,"Plant, Power & Equipments",Elburg,KOTRA_SNS_2025
940549,ES,Freelance,"Plant, Power & Equipments",Albacete,KOTRA_SNS_2025
842121,PL,Cropler,Hardware,Warsaw,KOTRA_SNS_2025
903210,ES,Freelance,Machinery & Heavy Equipment,Zaragoza,KOTRA_SNS_2025
940549,PT,Agemed,"Plant, Power & Equipments",So Pedro do Sul,KOTRA_SNS_2025
940549,FR,Paris,"Plant, Power & Equipments",Marseille,KOTRA_SNS_2025
902710,ES,BWTC,Computer Hardware & Software,Faro,KOTRA_SNS_2025
902710,FR,pyran Business,Computer Hardware & Software,bois colombes,KOTRA_SNS_2025
902710,FR,Atelier Bidar jewellery supply,Computer Hardware & Software,Monaco,KOTRA_SNS_2025
940549,FR,CIAT3E,"Plant, Power & Equipments",Strasbourg,KOTRA_SNS_2025
940549,PT,Universidade Senior da Figueira da Foz,"Plant, Power & Equipments",Figueira da Foz,KOTRA_SNS_2025
940549,RO,SemintePlante.ro,"Plant, Power & Equipments",Bucharest,KOTRA_SNS_2025
940549,DM,29 MILES,"Plant, Power & Equipments",London,KOTRA_SNS_2025
903210,JP,Galaxy Trading LLC,Machinery & Heavy Equipment,ashikagashi,KOTRA_SNS_2025
842121,AR,nbv,Hardware,caba,KOTRA_SNS_2025
902710,AR,Tecnica Superior en Higiene y Seguridad en el trabajo,Computer Hardware & Software,Rosario,KOTRA_SNS_2025
902710,PE,Cobb Peru,Computer Hardware & Software,Lima,KOTRA_SNS_2025
903210,EC,Agrota Cia Ltda,Machinery & Heavy Equipment,Cuenca,KOTRA_SNS_2025
902710,PE,Wipalla,Computer Hardware & Software,Arequipa,KOTRA_SNS_2025
842121,AR,STRONG Nation,Hardware,santa fe,KOTRA_SNS_2025
903210,AR,pokerface,Machinery & Heavy Equipment,Paran,KOTRA_SNS_2025
902710,AR,mamusi,Computer Hardware & Software,perez millan,KOTRA_SNS_2025
902710,AR,fox,Computer Hardware & Software,Bovril,KOTRA_SNS_2025
902710,AR,ermfo,Computer Hardware & Software,almada,KOTRA_SNS_2025
940549,EC,Industriame,"Plant, Power & Equipments",Quito,KOTRA_SNS_2025
310510,AR,kaom,"Chemicals & Rubber, Plastics",bsas,KOTRA_SNS_2025
940549,PY,Agencia Benitez,"Plant, Power & Equipments",Asuncin,KOTRA_SNS_2025
902710,AR,TKM,Computer Hardware & Software,CABA,KOTRA_SNS_2025
842121,GT,"Inversiones Agricolas Santa Sofia, S.A.",Hardware,Guatemala City,KOTRA_SNS_2025
902710,AR,pop,Computer Hardware & Software,Buenos Aires,KOTRA_SNS_2025
852610,AR,empleado,Electrical Equipment & Components,caba,KOTRA_SNS_2025
940549,AR,mse,"Plant, Power & Equipments",caba,KOTRA_SNS_2025
852610,EC,Fleboclinic,Electrical Equipment & Components,Guayaquil,KOTRA_SNS_2025
903210,MX,rapsa,Machinery & Heavy Equipment,La Barca,KOTRA_SNS_2025
842129,CO,CORPORACION AMBIENTAL EMPRESARIAL FILIAL CAMARA DE COMERCIO DE BOGOTA,Sporting Goods,Bogot,KOTRA_SNS_2025
903210,CO,Fedearroz,Machinery & Heavy Equipment,Bogot,KOTRA_SNS_2025
852610,GT,INMERCAP,Electrical Equipment & Components,Guatemala,KOTRA_SNS_2025
310510,PE,Particular,"Chemicals & Rubber, Plastics",Lima,KOTRA_SNS_2025
940549,PE,Consultor,"Plant, Power & Equipments",Lima,KOTRA_SNS_2025
902710,AR,claro,Computer Hardware & Software,argentina,KOTRA_SNS_2025
842121,AR,miley,Hardware,argentina,KOTRA_SNS_2025
902710,AR,durabit,Computer Hardware & Software,cansas,KOTRA_SNS_2025
902710,AR,loft,Computer Hardware & Software,caba,KOTRA_SNS_2025
902710,AR,haff,Computer Hardware & Software,CABA,KOTRA_SNS_2025
842129,AR,forxr,Sporting Goods,juarez,KOTRA_SNS_2025
842121,AR,Vctor Contreras,Hardware,Aelo,KOTRA_SNS_2025
940549,CO,Agroenergy,"Plant, Power & Equipments",Ibagu,KOTRA_SNS_2025
310510,CL,Protekta,"Chemicals & Rubber, Plastics",Santiago,KOTRA_SNS_2025
903210,CO,Motor Yacht Baca,Machinery & Heavy Equipment,Bogot,KOTRA_SNS_2025
842121,AR,amazon,Hardware,Buenos aires,KOTRA_SNS_2025
902710,AR,solarius,Computer Hardware & Software,bsas,KOTRA_SNS_2025
842121,AR,Docente,Hardware,santa fe,KOTRA_SNS_2025
842121,AR,bercot,Hardware,buenos aires,KOTRA_SNS_2025
842121,AR,poler6,Hardware,Bovrilu,KOTRA_SNS_2025
852610,AR,gender,Electrical Equipment & Components,pergamino,KOTRA_SNS_2025
902710,AR,nort,Computer Hardware & Software,bs as,KOTRA_SNS_2025
902710,AR,ESPN,Computer Hardware & Software,tigre,KOTRA_SNS_2025
842121,AR,alemn,Hardware,bsas,KOTRA_SNS_2025
842121,AR,biolabs,Hardware,pilar,KOTRA_SNS_2025
940549,PE,Agroprocesos Yana Yacu sac,"Plant, Power & Equipments",Lima,KOTRA_SNS_2025
940549,MX,Agriculture invernal,"Plant, Power & Equipments",Buceras,KOTRA_SNS_2025
842129,AR,foxxer,Sporting Goods,Alcorta,KOTRA_SNS_2025
310510,PY,Taupo,"Chemicals & Rubber, Plastics",Asuncin,KOTRA_SNS_2025
902710,AR,onda love,Computer Hardware & Software,chucago,KOTRA_SNS_2025
310510,AR,chis,"Chemicals & Rubber, Plastics",Buenos Aires,KOTRA_SNS_2025
842129,AR,prieta,Sporting Goods,Santa Fe,KOTRA_SNS_2025
902710,AR,azm,Computer Hardware & Software,buenos aires,KOTRA_SNS_2025
842121,AR,En Mi Casa,Hardware,vhyggy,KOTRA_SNS_2025
903210,GT,AGROGT,Machinery & Heavy Equipment,Guatemala City,KOTRA_SNS_2025
852610,AR,force,Electrical Equipment & Components,campana,KOTRA_SNS_2025
902710,AR,poler,Computer Hardware & Software,Parana,KOTRA_SNS_2025
852610,AR,nxzkn,Electrical Equipment & Components,kxxkxxk,KOTRA_SNS_2025
940549,BR,Drones_areda,"Plant, Power & Equipments",Paracatu,KOTRA_SNS_2025
903210,DO,Pontificia Universidad Catlica Madre y Maestra,Machinery & Heavy Equipment,Santo Domingo,KOTRA_SNS_2025
903210,EC,Fitosan,Machinery & Heavy Equipment,Guayaquil,KOTRA_SNS_2025
940549,CO,Alcalda de Pereira,"Plant, Power & Equipments",Pereira,KOTRA_SNS_2025
903210,MX,Derivados metalicos,Machinery & Heavy Equipment,Quertaro,KOTRA_SNS_2025
310510,CO,Doca PH  y Lavelina SAS,"Chemicals & Rubber, Plastics",Medelln,KOTRA_SNS_2025
902710,EC,HARVESTSCC,Computer Hardware & Software,Quito,KOTRA_SNS_2025
903210,DO,Inv Roys R.T c.a,Machinery & Heavy Equipment,Santo Domingo,KOTRA_SNS_2025
842121,AR,face,Hardware,buenos aires,KOTRA_SNS_2025
310510,AR,Ypf agro,"Chemicals & Rubber, Plastics",Santa fe,KOTRA_SNS_2025
940549,AR,Ingeniero Agrnomo,"Plant, Power & Equipments",Colonia Caroya,KOTRA_SNS_2025
940549,GT,PROTECCIONES AGRICOLAS,"Plant, Power & Equipments",Guatemala City,KOTRA_SNS_2025
940549,DO,Agro Innovacion Europea,"Plant, Power & Equipments",Santo Domingo,KOTRA_SNS_2025
902710,EC,SICPA,Computer Hardware & Software,Quito,KOTRA_SNS_2025
842129,EC,e,Sporting Goods,Quito,KOTRA_SNS_2025
310510,MX,Comercializadora MEZAK,"Chemicals & Rubber, Plastics",Queretaro,KOTRA_SNS_2025
903210,DO,Trobax Group,Machinery & Heavy Equipment,Santo Domingo,KOTRA_SNS_2025
852610,PY,ingeniero consultor,Electrical Equipment & Components,Asuncin,KOTRA_SNS_2025
903210,CO,CDGB,Machinery & Heavy Equipment,Barranquilla,KOTRA_SNS_2025
903210,GT,COINPRO LEASING,Machinery & Heavy Equipment,Guatemala City,KOTRA_SNS_2025
903210,CO,Alfa & Omega tecnologa eficiente SAS BIC,Machinery & Heavy Equipment,Medellin,KOTRA_SNS_2025
903210,EC,Agroscopio.com,Machinery & Heavy Equipment,Quito,KOTRA_SNS_2025
902710,PA,Advanced Integrations,Computer Hardware & Software,Panama City,KOTRA_SNS_2025
902710,CL,Calgrow,Computer Hardware & Software,Santiago,KOTRA_SNS_2025
310510,EC,Inbanda,"Chemicals & Rubber, Plastics",Guayaquil,KOTRA_SNS_2025
852610,AR,loma,Electrical Equipment & Components,Baha Blanca,KOTRA_SNS_2025
903210,CO,Simotor,Machinery & Heavy Equipment,Ibague,KOTRA_SNS_2025
310510,BR,Instituto de Desenvolvimento e Sustentabilidade da Bahia,"Chemicals & Rubber, Plastics",Lauro de fretas,KOTRA_SNS_2025
902710,BR,62 9 99366755,Computer Hardware & Software,Goinia,KOTRA_SNS_2025
902710,AR,bnm,Computer Hardware & Software,bs as,KOTRA_SNS_2025
940549,PY,Heliotec,"Plant, Power & Equipments",Asuncion,KOTRA_SNS_2025
902710,AR,kace,Computer Hardware & Software,bsas,KOTRA_SNS_2025
902710,AR,poler,Computer Hardware & Software,bs as,KOTRA_SNS_2025
903210,EC,Agritech,Machinery & Heavy Equipment,Quito,KOTRA_SNS_2025
940549,EC,El porcentaje,"Plant, Power & Equipments",Quito,KOTRA_SNS_2025
903210,MX,Mag,Machinery & Heavy Equipment,Guadalupe,KOTRA_SNS_2025
903210,CO,Tractocentro Colombia,Machinery & Heavy Equipment,Medellin,KOTRA_SNS_2025
940549,CL,RF Procesos,"Plant, Power & Equipments",Osorno,KOTRA_SNS_2025
903210,CO,Adispetrol S.A,Machinery & Heavy Equipment,Mosquera,KOTRA_SNS_2025
902710,AR,dac,Computer Hardware & Software,Beln de Escobar,KOTRA_SNS_2025
940549,MX,TRM INTERNATIONAL DE MEXICO,"Plant, Power & Equipments",Monterrey,KOTRA_SNS_2025
852610,AR,Servicios Elctricos Free Lance,Electrical Equipment & Components,La Rioja,KOTRA_SNS_2025
852610,CL,Biopack,Electrical Equipment & Components,Santiago,KOTRA_SNS_2025
902710,AR,poler,Computer Hardware & Software,Santa Fe,KOTRA_SNS_2025
842121,AR,fyc,Hardware,bs as,KOTRA_SNS_2025
903210,GT,Virco,Machinery & Heavy Equipment,Guatemala,KOTRA_SNS_2025
940549,EC,DrMuller,"Plant, Power & Equipments",Quito,KOTRA_SNS_2025
310510,DZ,sarl agrichem,"Chemicals & Rubber, Plastics",Algiers,KOTRA_SNS_2025
310510,AE,adafsa,"Chemicals & Rubber, Plastics",Dubai,KOTRA_SNS_2025
310510,DZ,PHOTON,"Chemicals & Rubber, Plastics",Algiers,KOTRA_SNS_2025
310510,MA,2km label,"Chemicals & Rubber, Plastics",Casablanca,KOTRA_SNS_2025
902710,MA,GENIUSITY,Computer Hardware & Software,casablnaca,KOTRA_SNS_2025
903210,DZ,l'arme nationale algrienne,Machinery & Heavy Equipment,Yellel,KOTRA_SNS_2025
852610,DZ,SAIN SESAME,Electrical Equipment & Components,Algiers,KOTRA_SNS_2025
852610,TR,Demirayak tarım mak ltd ti,Electrical Equipment & Components,zmir,KOTRA_SNS_2025
940549,MA,Consult Valley,"Plant, Power & Equipments",Agadi,KOTRA_SNS_2025
903210,DZ,innoest company,Machinery & Heavy Equipment,tebessa,KOTRA_SNS_2025
902710,LY,Essaary Co,Computer Hardware & Software,Tripoli,KOTRA_SNS_2025
940549,DZ,attaquant avec lionel messi,"Plant, Power & Equipments",Tlemcen,KOTRA_SNS_2025
902710,TR,Evrentek,Computer Hardware & Software,stanbul,KOTRA_SNS_2025
852610,TR,individual,Electrical Equipment & Components,Antalya,KOTRA_SNS_2025
940549,IQ,Planet Energy Company,"Plant, Power & Equipments",Sulaimania,KOTRA_SNS_2025
940549,DZ,je travail chez moi,"Plant, Power & Equipments",Tebessa Algerie,KOTRA_SNS_2025
940549,MA,N A,"Plant, Power & Equipments",Rabat,KOTRA_SNS_2025
940549,DZ,Khenchela,"Plant, Power & Equipments",Khenchela,KOTRA_SNS_2025
903210,DZ,Adjial Agriculture et Environnement,Machinery & Heavy Equipment,setif,KOTRA_SNS_2025
902710,MA,souad benhawch,Computer Hardware & Software,tawnat,KOTRA_SNS_2025
842129,TR,redlinegrafik,Sporting Goods,stanbul,KOTRA_SNS_2025
940549,TR,kendi iimin patronuyum :),"Plant, Power & Equipments",Eskisehir,KOTRA_SNS_2025
310510,IQ,"Baghdad, Iraq","Chemicals & Rubber, Plastics",Baghdad,KOTRA_SNS_2025
310510,MA,far agro,"Chemicals & Rubber, Plastics",Rabat,KOTRA_SNS_2025
903210,DZ,Adama,Machinery & Heavy Equipment,Algiers,KOTRA_SNS_2025
852610,SA,King Saud University,Electrical Equipment & Components,Riyadh,KOTRA_SNS_2025
903210,DZ,Blida,Machinery & Heavy Equipment,Blida,KOTRA_SNS_2025
902710,DZ,eurest algerie,Computer Hardware & Software,Akbou,KOTRA_SNS_2025
903210,MA,Socit minsat trave SARL au,Machinery & Heavy Equipment,Safi,KOTRA_SNS_2025
903210,DZ,Comprotex,Machinery & Heavy Equipment,Algrie,KOTRA_SNS_2025
940549,DZ,Oussama,"Plant, Power & Equipments",Algiers,KOTRA_SNS_2025
940549,MA,Chef de service Planification Stratgie au CRI Fs Mekns,"Plant, Power & Equipments",New Fes,KOTRA_SNS_2025
940549,MA,AtlasAgri,"Plant, Power & Equipments",Tangier,KOTRA_SNS_2025
852610,DZ,TPM,Electrical Equipment & Components,Draa el Mizan,KOTRA_SNS_2025
940549,SA,Hassad Agriculture,"Plant, Power & Equipments",Riyadh,KOTRA_SNS_2025
940549,MA,Saulgoodz,"Plant, Power & Equipments",Casablanca,KOTRA_SNS_2025
940549,DZ,Agro elbayadh,"Plant, Power & Equipments",Gryville,KOTRA_SNS_2025
903210,DZ,company,Machinery & Heavy Equipment,alger,KOTRA_SNS_2025
852610,DZ,FLITES Energie,Electrical Equipment & Components,Medea,KOTRA_SNS_2025
903210,MA,GREEN COSMOS,Machinery & Heavy Equipment,Casablanca,KOTRA_SNS_2025
940549,AE,FAM,"Plant, Power & Equipments",Abu Dhabi,KOTRA_SNS_2025
902710,MA,S4U,Computer Hardware & Software,Rabat,KOTRA_SNS_2025
903210,MA,MOSA FLORE,Machinery & Heavy Equipment,Marrakech,KOTRA_SNS_2025
903210,DZ,el abbaci et cie import export,Machinery & Heavy Equipment,An Oulmene,KOTRA_SNS_2025
190230,IN,Owner,Noodle,Mumbai,KOTRA_SNS_2025
210390,IN,Indian Legends Holidays,Others,Delhi,KOTRA_SNS_2025
210390,IN,Business,Others,Delhi,KOTRA_SNS_2025
200819,IN,frozen bottle,Snack,Bangalore,KOTRA_SNS_2025
210390,IN,Kulishi Ventures,Others,Mumbai,KOTRA_SNS_2025
200819,IN,THE ARTHOUSE RESTAURANT,Snack,New Delhi,KOTRA_SNS_2025
200819,IN,Adlogic,Snack,Mumbai,KOTRA_SNS_2025
200819,IN,XENIA ABODE SERVICES,Snack,Mumbai,KOTRA_SNS_2025
220299,IN,Bhaumik Bhatt consulting,Juice,Rajkot,KOTRA_SNS_2025
200819,IN,Citizen,Snack,Aurangabad,KOTRA_SNS_2025
200819,IN,Etiquette Enterprise,Snack,Rajkot,KOTRA_SNS_2025
190230,IN,Hayyat Enterprises,Noodle,Pune,KOTRA_SNS_2025
200819,IN,Na,Snack,Mumbai,KOTRA_SNS_2025
200819,IN,Green Sense energy systems pvt ltd,Snack,Aurangabad,KOTRA_SNS_2025
220299,IN,Mother Enterprise.,Juice,Mumbai,KOTRA_SNS_2025
190190,IN,Regency Ply,Tteokbokki,Navi Mumbai (New Mumbai),KOTRA_SNS_2025
190490,IN,Self Employed,Rice,Hyderabad,KOTRA_SNS_2025
210390,IN,Nityanand and co,Others,Mumbai,KOTRA_SNS_2025
220299,IN,Nil,Juice,Mumbai,KOTRA_SNS_2025
210390,IN,Delish agro,Others,Mumbai,KOTRA_SNS_2025
190230,IN,Skmcc,Noodle,Mumbai,KOTRA_SNS_2025
190230,IN,Mangilal Rohitkumar,Noodle,Jaipur,KOTRA_SNS_2025
220299,IN,Turkeywala,Juice,Amravati,KOTRA_SNS_2025
210390,IN,Body Smith Pvt Ltd,Others,New Delhi,KOTRA_SNS_2025
220299,IN,Metacentre Impex Private Limited,Juice,Lucknow,KOTRA_SNS_2025
190230,IN,Dot Badges,Noodle,Mumbai,KOTRA_SNS_2025
200819,IN,HH Heritage,Snack,Mumbai,KOTRA_SNS_2025
220299,IN,"Antariksha Retreat, J Vora Hotels and resorts ltd",Juice,Mumbai,KOTRA_SNS_2025
200819,IN,M Food Tech,Snack,Indore,KOTRA_SNS_2025
220299,IN,Business,Juice,Pune,KOTRA_SNS_2025
210390,IN,All India Agro,Others,Bangalore,KOTRA_SNS_2025
200819,IN,Frozen food,Snack,Indore,KOTRA_SNS_2025
210390,IN,Yam corporation,Others,Ahmedabad,KOTRA_SNS_2025
190230,IN,Bhimkranti food world pvt ltd,Noodle,Ahmedabad,KOTRA_SNS_2025
190230,IN,Z,Noodle,Delhi,KOTRA_SNS_2025
210390,IN,XTN Xpress,Others,Delhi,KOTRA_SNS_2025
200819,IN,Mamal Lights,Snack,Mumbai,KOTRA_SNS_2025
190230,IN,RC,Noodle,Coimbatore,KOTRA_SNS_2025
220299,IN,M M sec services,Juice,MUMBAI,KOTRA_SNS_2025
190190,IN,M and M Hospitality,Tteokbokki,Mumbai,KOTRA_SNS_2025
190190,IN,Jain Adarsh,Tteokbokki,Mumbai,KOTRA_SNS_2025
200819,IN,Chetna paints pvt Ltd,Snack,Mumbai,KOTRA_SNS_2025
200819,IN,Shemade Gourmet Foods International LLC,Snack,Mumbai,KOTRA_SNS_2025
210390,IN,Light,Others,Mumbai,KOTRA_SNS_2025
210390,IN,Tanwar Enterprises,Others,Navi Mumbai,KOTRA_SNS_2025
210390,IN,ASPIRE DESIGNS,Others,Delhi,KOTRA_SNS_2025
190490,IN,Israeli Jerusalem David Solomon,Rice,Chennai,KOTRA_SNS_2025
190230,IN,SFOM fintech pvt Ltd,Noodle,mumbai,KOTRA_SNS_2025
210390,IN,Chindalia Industrial Products Ltd,Others,Mumbai,KOTRA_SNS_2025
220299,IN,Tazaphal,Juice,Mumbai,KOTRA_SNS_2025
200819,IN,Vaidyam Foods,Snack,Bangalore,KOTRA_SNS_2025
190190,IN,MalcomMarketing,Tteokbokki,Delhi,KOTRA_SNS_2025
190490,IN,total agri solutions,Rice,Delhi,KOTRA_SNS_2025
210390,IN,k. k. enterprise,Others,Vadodara,KOTRA_SNS_2025
220299,IN,Srubs Overseas,Juice,Navi Mumbai,KOTRA_SNS_2025
190490,US,london impex,Rice,delhi,KOTRA_SNS_2025
190230,IN,SPINSOL,Noodle,Bengaluru,KOTRA_SNS_2025
220299,IN,Mysuru kaapi,Juice,Bangalore,KOTRA_SNS_2025
200819,IN,M.d.m.a.,Snack,Mumbai,KOTRA_SNS_2025
200819,IN,Self,Snack,Fatehgarh,KOTRA_SNS_2025
190230,IN,Earthly joy global Pvt ltd,Noodle,Pune,KOTRA_SNS_2025
200819,IN,Radikem biotech,Snack,Bangalore,KOTRA_SNS_2025
220299,IN,Shah & Sons,Juice,Mumbai,KOTRA_SNS_2025
200819,IN,Banoth Venkatesh,Snack,Hyderabad,KOTRA_SNS_2025
190490,IN,Incorporating now,Rice,Chennai,KOTRA_SNS_2025
220299,IN,Orb intnl trading co,Juice,Mumbai,KOTRA_SNS_2025
230990,MY,Uncle Pets,Pet Food,Muar,KOTRA_SNS_2025
420292,MY,Catswell,Others,Kuala Lumpur,KOTRA_SNS_2025
230990,ID,Lupins market,Health Care,Jakarta,KOTRA_SNS_2025
230910,TH,Goodie Dogs,Pet Food,Bangkok,KOTRA_SNS_2025
