hs_code,country,buyer_name,annual_usd,shipments,last_date,buyer_type,city,source,product_category
850760,KH,MENG RAKSMEY COSMETICS,,,,Importer,Phanompenh,KOTRA_SNS_2025,전자/반도체
850760,PH,yamaha,,,,Importer,bh,KOTRA_SNS_2025,전자/반도체
851762,PH,BBCP SKIN CARE PRODUCTS,,,,Importer,Valenzuela City,KOTRA_SNS_2025,전자/반도체
851762,PH,The Bored Cat PH,,,,Importer,Paraaque,KOTRA_SNS_2025,전자/반도체
850760,PH,Bilisbenta,,,,Importer,Manila,KOTRA_SNS_2025,전자/반도체
854470,DO,Unified communications,,,,Importer,Dominican Republic,KOTRA_SNS_2025,전자/반도체
851762,PE,Alistar Importaciones,,,,Importer,"Lima, Peru",KOTRA_SNS_2025,전자/반도체
851770,CL,NowPlayNoGames,,,,Importer,Chile santiago,KOTRA_SNS_2025,전자/반도체
852580,EC,Linked Parts,,,,Importer,Quito Ecuador,KOTRA_SNS_2025,전자/반도체
854140,EC,Inbanda,,,,Importer,Guayaquil Ecuador,KOTRA_SNS_2025,전자/반도체
852580,MU,Gemini Pearl Co Ltd,,,,Importer,Rose Hill Mauritius,KOTRA_SNS_2025,전자/반도체
851762,MU,MCB,,,,Importer,Mauritius,KOTRA_SNS_2025,전자/반도체
854442,MA,MIC,,,,Importer,morocco,KOTRA_SNS_2025,전자/반도체
854140,AT,New Real Estate Generation GmbH,,,,Importer,"Innsbruck, Austria",KOTRA_SNS_2025,전자/반도체
851770,NG,HQ Nigerian Army,,,,Importer,Nigeria,KOTRA_SNS_2025,전자/반도체
851761,KE,43 venture capital,,,,Importer,"Nairobi, kenya",KOTRA_SNS_2025,전자/반도체
854140,IN,Spark Renewables LLP,,,,Importer,Rajkot India,KOTRA_SNS_2025,전자/반도체
850760,PH,Computer Repair,,,,Importer,Calamba,KOTRA_SNS_2025,전자/반도체
850760,PH,"Edi sa puso mo :"">",,,,Importer,general trias,KOTRA_SNS_2025,전자/반도체
851762,PH,AgReach Products,,,,Importer,Baguio City,KOTRA_SNS_2025,전자/반도체
850760,ID,Allegra Official,,,,Importer,Jakarta,KOTRA_SNS_2025,전자/반도체
851762,ID,Hangout Cafe,,,,Importer,Jakarta,KOTRA_SNS_2025,전자/반도체
851762,PH,nadine chemworld,,,,Importer,Marikina City,KOTRA_SNS_2025,전자/반도체
854460,PK,UMER TRADERS,,,,Importer,Lahore,KOTRA_SNS_2025,전자/반도체
854460,PK,fitz engineering,,,,Importer,Islamabad,KOTRA_SNS_2025,전자/반도체
854460,IN,Sarvodaya Infotech Pvt Ltd,,,,Importer,Chandigarh,KOTRA_SNS_2025,전자/반도체
854460,LK,Sri Lanka Telecom PLC. Head Quarters,,,,Importer,Colombo,KOTRA_SNS_2025,전자/반도체
854460,LK,Pls respond,,,,Importer,Colombo,KOTRA_SNS_2025,전자/반도체
854460,India,Novateur Electrical & Digital Systems Pvt Ltd,,,,Importer,Ahmedabad,KOTRA_SNS_2025,전자/반도체
854460,PK,Rice Trade Pakistan,,,,Importer,Karachi,KOTRA_SNS_2025,전자/반도체
854460,PK,traf international Pvt Ltd,,,,Importer,karachi,KOTRA_SNS_2025,전자/반도체
854460,PK,Work From Home,,,,Importer,Sohawa,KOTRA_SNS_2025,전자/반도체
854460,IN,ECOINDIA electromech pvt ltd,,,,Importer,Vapi,KOTRA_SNS_2025,전자/반도체
854460,BD,Dynamic engineering,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,BD,Genuine engineering parts,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,PK,WEBXZONE,,,,Importer,karachi,KOTRA_SNS_2025,전자/반도체
854460,BD,sunbeam corporation,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,PK,Jamil & sons trading co,,,,Importer,Peshawar,KOTRA_SNS_2025,전자/반도체
854460,IN,SOLS LEGAL LLP,,,,Importer,Mumbai,KOTRA_SNS_2025,전자/반도체
854460,PK,sohailgrinding,,,,Importer,Peshawar,KOTRA_SNS_2025,전자/반도체
854460,BD,History & Heritage Tourism,,,,Importer,Rajshahi,KOTRA_SNS_2025,전자/반도체
854460,BD,Tecno Trade Internet,,,,Importer,Mymensingh,KOTRA_SNS_2025,전자/반도체
854460,BD,Touch And Solve,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,PK,MOOSA TRADER'S PVT LTD,,,,Importer,Multan,KOTRA_SNS_2025,전자/반도체
854460,PK,Bismillah flour mill brewary quetta,,,,Importer,Qta,KOTRA_SNS_2025,전자/반도체
854460,PK,pnc solar,,,,Importer,Islamabad,KOTRA_SNS_2025,전자/반도체
854460,BD,Bangladesh Breast Cancer Awareness Society,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,BD,new maa enterprise,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,BD,M/s BB Textile,,,,Importer,Narsingdi,KOTRA_SNS_2025,전자/반도체
854140,AR,kace,,,,Importer,bsas,KOTRA_SNS_2025,전자/반도체
854140,AR,leerte,,,,Importer,San Martn,KOTRA_SNS_2025,전자/반도체
854140,AR,chis,,,,Importer,Buenos Aires,KOTRA_SNS_2025,전자/반도체
854140,MX,void,,,,Importer,Mxico City,KOTRA_SNS_2025,전자/반도체
854140,AR,empleado,,,,Importer,caba,KOTRA_SNS_2025,전자/반도체
854140,AR,loft,,,,Importer,caba,KOTRA_SNS_2025,전자/반도체
854140,AR,forxr,,,,Importer,juarez,KOTRA_SNS_2025,전자/반도체
854140,MX,Mioner,,,,Importer,Ciudad de Mxico,KOTRA_SNS_2025,전자/반도체
854140,MX,Financiera independencia,,,,Importer,Celaya,KOTRA_SNS_2025,전자/반도체
854140,OM,I'm An Engineer,,,,Importer,Muscat,KOTRA_SNS_2025,전자/반도체
854140,TR,PAGO TRADING LTD,,,,Importer,Istanbul,KOTRA_SNS_2025,전자/반도체
854140,MA,Summit,,,,Importer,Casablanca,KOTRA_SNS_2025,전자/반도체
854140,US,FES,,,,Importer,Santa Ana,KOTRA_SNS_2025,전자/반도체
854460,BD,SSG,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,PK,Empolay,,,,Importer,Karachi,KOTRA_SNS_2025,전자/반도체
854460,PK,Faisalabad,,,,Importer,Shah Faisalabad,KOTRA_SNS_2025,전자/반도체
854460,PK,call me,,,,Importer,Karachi,KOTRA_SNS_2025,전자/반도체
854460,PK,Ramay agro,,,,Importer,Gaggoo mandi,KOTRA_SNS_2025,전자/반도체
854460,PK,Ali trades,,,,Importer,Swat,KOTRA_SNS_2025,전자/반도체
854460,PK,Marking Services Inc,,,,Importer,Rawalpindi,KOTRA_SNS_2025,전자/반도체
854460,PK,Munir International,,,,Importer,Karachi,KOTRA_SNS_2025,전자/반도체
854460,PK,Awais Traders,,,,Importer,Lahore,KOTRA_SNS_2025,전자/반도체
854460,PK,Hoor Jewellery House,,,,Importer,Peshawar,KOTRA_SNS_2025,전자/반도체
854460,IN,mr enterprise,,,,Importer,Chennai,KOTRA_SNS_2025,전자/반도체
854460,NG,Olix Wire Technology Ltd,,,,Importer,Port Harcourt,KOTRA_SNS_2025,전자/반도체
854460,NG,Murphy Ben International limited,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854460,NG,Bynoelogistics and travels,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854460,ET,Electropia general trading,,,,Importer,Addis Ababa,KOTRA_SNS_2025,전자/반도체
854460,GH,Oases Thai Ghana Company Limited,,,,Importer,Accra,KOTRA_SNS_2025,전자/반도체
854460,GB,Student,,,,Importer,London,KOTRA_SNS_2025,전자/반도체
854460,ES,Luigis,,,,Importer,Barcelona,KOTRA_SNS_2025,전자/반도체
854460,DK,Creative FBS Sp . Z . O O,,,,Importer,Copenhagen,KOTRA_SNS_2025,전자/반도체
854460,CZ,Realex international sro,,,,Importer,Karany 25075,KOTRA_SNS_2025,전자/반도체
854460,GH,Trader,,,,Importer,Accra,KOTRA_SNS_2025,전자/반도체
854460,NG,Sedubabo nigeria limited,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854460,GH,Lordest Company Limited,,,,Importer,Kumasi,KOTRA_SNS_2025,전자/반도체
854460,GH,Ourfarms Enterprise,,,,Importer,Agona Swedru,KOTRA_SNS_2025,전자/반도체
854460,CI,itengtel group,,,,Importer,Abidjan,KOTRA_SNS_2025,전자/반도체
854460,PL,APEREM,,,,Importer,Babiak,KOTRA_SNS_2025,전자/반도체
854460,PA,PECSCO,,,,Importer,Panam,KOTRA_SNS_2025,전자/반도체
854460,CL,EPS WORLD,,,,Importer,Stgo,KOTRA_SNS_2025,전자/반도체
854460,PA,Maximum Outreach,,,,Importer,Panama City,KOTRA_SNS_2025,전자/반도체
854460,DO,A.while.diesel,,,,Importer,Santo Domingo,KOTRA_SNS_2025,전자/반도체
854460,PE,Inversiones D&C Peru SAC,,,,Importer,Lima,KOTRA_SNS_2025,전자/반도체
854460,EC,Sumeltronic,,,,Importer,Guayaquil,KOTRA_SNS_2025,전자/반도체
854460,GT,Orcorp Energy,,,,Importer,Guatemala City,KOTRA_SNS_2025,전자/반도체
854460,DO,The Learning Community,,,,Importer,Santo Domingo,KOTRA_SNS_2025,전자/반도체
854460,PE,Abaku SAC,,,,Importer,Lima,KOTRA_SNS_2025,전자/반도체
854460,AR,foxjvjvjvjvjv,,,,Importer,Bovril,KOTRA_SNS_2025,전자/반도체
854460,SA,Abdullah M Alshihab Co. Ltd.,,,,Importer,Dammam,KOTRA_SNS_2025,전자/반도체
854460,MA,LABBAR & CO,,,,Importer,Casablanca,KOTRA_SNS_2025,전자/반도체
854460,MA,Company d'assurances mondoro bongardi asalam Alaoui ltd gnrales AMG,,,,Importer,Sidi Bouqnadel,KOTRA_SNS_2025,전자/반도체
854460,MA,Mustapha Ben Driss,,,,Importer,At Saadane,KOTRA_SNS_2025,전자/반도체
854460,MA,STELEC,,,,Importer,Agadir,KOTRA_SNS_2025,전자/반도체
854460,SA,Al Ajmi,,,,Importer,Dammam,KOTRA_SNS_2025,전자/반도체
854460,QA,Olive oil,,,,Importer,Doha,KOTRA_SNS_2025,전자/반도체
854460,DZ,Sarl chouli industrie,,,,Importer,An Oulmene,KOTRA_SNS_2025,전자/반도체
854460,LY,crystal int trading,,,,Importer,Benghazi,KOTRA_SNS_2025,전자/반도체
854460,DZ,ArabmtalSpa,,,,Importer,Mda,KOTRA_SNS_2025,전자/반도체
854460,MA,OrchIDEE d'Afrique,,,,Importer,Knitra,KOTRA_SNS_2025,전자/반도체
854460,LY,aljeel aljdeed,,,,Importer,Tripoli,KOTRA_SNS_2025,전자/반도체
854460,DZ,Adama,,,,Importer,Algiers,KOTRA_SNS_2025,전자/반도체
854460,JO,Ministry of energy and minerals resources,,,,Importer,Amman,KOTRA_SNS_2025,전자/반도체
854140,PK,Enlyst Smart Recruiting,,,,Importer,Islamabad,KOTRA_SNS_2025,전자/반도체
854140,IQ,https://riyada.iq/,,,,Importer,Karbala,KOTRA_SNS_2025,전자/반도체
854140,ET,European Food and Cattle PLC,,,,Importer,Addis Ababa,KOTRA_SNS_2025,전자/반도체
854140,PK,Sindh Rural Support Organization,,,,Importer,Sukkur,KOTRA_SNS_2025,전자/반도체
854140,UA,Vintech,,,,Importer,Tarutyne,KOTRA_SNS_2025,전자/반도체
854140,MN,Evergreenland LLC,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
854140,MN,Building Technology LLC,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
854140,AZ,NTC,,,,Importer,Baku,KOTRA_SNS_2025,전자/반도체
854140,UA,cppa new energies,,,,Importer,Lviv,KOTRA_SNS_2025,전자/반도체
854140,UZ,Arzon Sifat,,,,Importer,Tashkent,KOTRA_SNS_2025,전자/반도체
854140,KH,Student,,,,Importer,pp,KOTRA_SNS_2025,전자/반도체
854140,PH,MSY Industrial Supplies & Services,,,,Importer,Cebu,KOTRA_SNS_2025,전자/반도체
854140,KH,ZA,,,,Importer,Khum Chbar Ampou,KOTRA_SNS_2025,전자/반도체
854140,PH,none,,,,Importer,Lipa,KOTRA_SNS_2025,전자/반도체
854140,ID,alay grup,,,,Importer,Tuban,KOTRA_SNS_2025,전자/반도체
854140,KH,vuvuvycy,,,,Importer,Kampong Cham,KOTRA_SNS_2025,전자/반도체
854140,GB,GT,,,,Importer,New York,KOTRA_SNS_2025,전자/반도체
854140,US,Tecom LLC,,,,Importer,Jacksonville,KOTRA_SNS_2025,전자/반도체
854140,CA,Brilliant,,,,Importer,Simcoe,KOTRA_SNS_2025,전자/반도체
854140,IN,Sangi,,,,Importer,Hyderabad,KOTRA_SNS_2025,전자/반도체
854140,LK,Wild Quest,,,,Importer,Ratmalana,KOTRA_SNS_2025,전자/반도체
854140,IN,Gorakhnath Yoga Foundation Inc,,,,Importer,Bhopal,KOTRA_SNS_2025,전자/반도체
854140,IN,Intconet,,,,Importer,Chennai,KOTRA_SNS_2025,전자/반도체
854140,IN,Bright Future Renewables energy and engineering pvt ltd,,,,Importer,Indore,KOTRA_SNS_2025,전자/반도체
854140,PK,Self,,,,Importer,karachi,KOTRA_SNS_2025,전자/반도체
854140,IN,Techline Green Pvt Ltd,,,,Importer,Bangalore,KOTRA_SNS_2025,전자/반도체
854140,IN,Emusa,,,,Importer,Hyderabad,KOTRA_SNS_2025,전자/반도체
854140,IN,JB Group,,,,Importer,Ernakulam,KOTRA_SNS_2025,전자/반도체
854140,IN,self employed,,,,Importer,bangalore,KOTRA_SNS_2025,전자/반도체
854140,IN,Indian Engineering Services,,,,Importer,Mumbai,KOTRA_SNS_2025,전자/반도체
854140,IN,Reborn INC,,,,Importer,Surat,KOTRA_SNS_2025,전자/반도체
854140,IN,Self Employed,,,,Importer,Ranchi,KOTRA_SNS_2025,전자/반도체
854140,IN,ZUYAS GLOBAL,,,,Importer,Bangalore,KOTRA_SNS_2025,전자/반도체
854140,BD,Jannat interior,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854140,PK,BUILDISTAN,,,,Importer,Karachi,KOTRA_SNS_2025,전자/반도체
854140,BD,computer Archive's  centre,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854140,NG,CLASSIFIED INVESTMENT COMPANY NIGERIA LIMITED WE ARE IN TO LANDS HOUSING PROPERTIES.....OF FACEBOOK.,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854140,NG,bulberrys Contractors LTD,,,,Importer,ibadan,KOTRA_SNS_2025,전자/반도체
854140,NG,Williams DABO Group,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854140,ZA,isizo trading and projects pty ltd,,,,Importer,Johannesburg,KOTRA_SNS_2025,전자/반도체
854140,NG,Contemporary Ventures & Resources Ltd,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854140,NG,Britannia Polychem LTD,,,,Importer,Lagos,KOTRA_SNS_2025,전자/반도체
854140,GH,COMMUNITY LIBRARIES FOUNDATION,,,,Importer,"Larteh,",KOTRA_SNS_2025,전자/반도체
854140,NG,Capegate investment,,,,Importer,Abuja,KOTRA_SNS_2025,전자/반도체
854140,MZ,PETALAS LDA,,,,Importer,Maputo,KOTRA_SNS_2025,전자/반도체
854140,NG,Regional Sustainable Energy Center of Excellence for Sub Saharan Africa,,,,Importer,Katsina,KOTRA_SNS_2025,전자/반도체
854140,MZ,TS&L,,,,Importer,Maputo,KOTRA_SNS_2025,전자/반도체
854140,ET,Tibebu,,,,Importer,Addis Ababa,KOTRA_SNS_2025,전자/반도체
854140,CZ,Kolin,,,,Importer,Kolin,KOTRA_SNS_2025,전자/반도체
854140,IT,Crafty Energy srl,,,,Importer,Rome,KOTRA_SNS_2025,전자/반도체
854140,RS,Sea Navigator llc,,,,Importer,Kovin,KOTRA_SNS_2025,전자/반도체
854140,BG,EVROPEAN PARLIAMENT,,,,Importer,Sofia,KOTRA_SNS_2025,전자/반도체
854140,JP,OOYOO,,,,Importer,Kyoto,KOTRA_SNS_2025,전자/반도체
854140,BR,Amor de jardim,,,,Importer,Guarapari,KOTRA_SNS_2025,전자/반도체
854140,PE,AMEDARTE,,,,Importer,lima,KOTRA_SNS_2025,전자/반도체
854140,AR,poler,,,,Importer,Bovril,KOTRA_SNS_2025,전자/반도체
854140,AR,rmv,,,,Importer,bs as,KOTRA_SNS_2025,전자/반도체
854140,AR,.,,,,Importer,Crdoba,KOTRA_SNS_2025,전자/반도체
854140,AR,cuspir,,,,Importer,Buenos Aires,KOTRA_SNS_2025,전자/반도체
854140,AR,poler6,,,,Importer,Bovrilu,KOTRA_SNS_2025,전자/반도체
854140,AR,TKM,,,,Importer,CABA,KOTRA_SNS_2025,전자/반도체
854140,AR,byc,,,,Importer,bs as,KOTRA_SNS_2025,전자/반도체
851762,CA,Mardini Business Co.,,,,Importer,Vancouver,KOTRA_SNS_2025,전자/반도체
851762,US,XS applied technologies,,,,Importer,Neptune,KOTRA_SNS_2025,전자/반도체
853650,MN,БЗ,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,TS Restaurants & Lounge,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,"Нийслэлийн дагуул хот, эдийн засгийн тусгай бсийн хгжлийн газар",,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,caterer llc,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,"Ulaanbaatar, Mongolia",,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,MEDS LLC,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,"Ulaanbaatar, Mongolia",,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Glocom inc,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Ivy Beauty Shop,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,plastic,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,KUIS,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Mongolian University of Science and Technology,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,"Ulaanbaatar, Mongolia",,,,Importer,Zuunkharaa,KOTRA_SNS_2025,전자/반도체
853650,MN,Civil construction LLC.td,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Tukhum Globalpharma,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Torgon Hurd LLC,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Daily Harvest LLC,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
853650,MN,Misheel orshikh,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
854460,JO,AlRawasi Holding Company,,,,Importer,irbid,KOTRA_SNS_2025,전자/반도체
854460,ID,Tri agung jaya abadi,,,,Importer,Bekasi,KOTRA_SNS_2025,전자/반도체
854460,KE,Dominion Energy,,,,Importer,Nairobi County,KOTRA_SNS_2025,전자/반도체
854460,MN,Taliin Yazguurtan Mongol LLC,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
854460,UZ,Korea,,,,Importer,Shahrisabz,KOTRA_SNS_2025,전자/반도체
854460,UZ,SamSolar Energy,,,,Importer,Samarkand,KOTRA_SNS_2025,전자/반도체
854460,UZ,VOLTAUTO,,,,Importer,Tashkent,KOTRA_SNS_2025,전자/반도체
854460,MN,Macross llc,,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
854460,MN,"Ulaanbaatar, Mongolia",,,,Importer,Ulaanbaatar,KOTRA_SNS_2025,전자/반도체
854460,ID,Milenial Art property,,,,Importer,Yogyakarta City,KOTRA_SNS_2025,전자/반도체
854460,LA,Rasita power Co;ltd,,,,Importer,Vientiane,KOTRA_SNS_2025,전자/반도체
854460,PH,Master's degree,,,,Importer,Manila,KOTRA_SNS_2025,전자/반도체
854460,PH,Mindanao Daily News Network,,,,Importer,Cagayan de Oro,KOTRA_SNS_2025,전자/반도체
854460,US,Blanchard Cleaning LLC,,,,Importer,Portland,KOTRA_SNS_2025,전자/반도체
854460,US,Amana Health,,,,Importer,Minneapolis,KOTRA_SNS_2025,전자/반도체
854460,PK,M D H Trading,,,,Importer,Gujranwali,KOTRA_SNS_2025,전자/반도체
854460,PK,Pumpkin studios,,,,Importer,Islamabad,KOTRA_SNS_2025,전자/반도체
854460,BD,endo touch trade international,,,,Importer,Dhaka,KOTRA_SNS_2025,전자/반도체
854460,IN,brainx India,,,,Importer,Bangalore,KOTRA_SNS_2025,전자/반도체
851762,DE,Neves Fashion,,,,Importer,Dsseldorf,KOTRA_SNS_2025,전자/반도체
851762,DK,Amana group,,,,Importer,Copenhagen,KOTRA_SNS_2025,전자/반도체
851762,BE,ND,,,,Importer,1000,KOTRA_SNS_2025,전자/반도체
851762,AT,Sugar Hut,,,,Importer,Vienna,KOTRA_SNS_2025,전자/반도체
851762,ID,Datavision,,,,Importer,Jakarta,KOTRA_SNS_2025,전자/반도체
851762,PH,mjvb global.,,,,Importer,Quezon City,KOTRA_SNS_2025,전자/반도체
